label;一级评论;真实二级评论数;真实点赞数;边数;最大边数;集群密度
656;三连奉上，谢谢UP，这个东西可以让学作曲、作词的人用AI来唱歌了吧；自己不怎么会唱歌，但又想点动次打次，肯定找不到人唱啊，这个刚好可以解决。;1;5;6;786;0.007633587786259542
659;这个很像那种打包卖曲库的商务配乐;1;2;3;786;0.003816793893129771
662;ai编曲作曲难度比ai绘画容易啊，和弦走向给一下，让ai发挥去吧;1;4;5;786;0.006361323155216285
664;AI作曲，AI听众;1;7;8;786;0.010178117048346057
668;智能小黑子生气;1;6;7;786;0.008905852417302799
670;这么一听，感觉超多歌相似度超高笑哭;2;6;8;786;0.010178117048346057
682;这个平台为什么我登不了，一直显示非白名单用户脱单doge;3;0;3;786;0.003816793893129771
688;可惜，音乐行业的短版是不挣钱和没市场而不是生产效率;1;0;1;786;0.001272264631043257
693;还要注册音乐人麻烦;1;0;1;786;0.001272264631043257
706;有一说一，Xstudio本人认为比ACE好用脱单doge;1;1;2;786;0.002544529262086514
709;现在是不是版本升级，用不了啊;5;1;6;786;0.007633587786259542
715;我去还挺好听笑哭;1;0;1;786;0.001272264631043257
717;大佬大佬咨询个问题为啥我填词时候只能一个一个填不能像您一样快速全部填词;1;0;1;786;0.001272264631043257
719;各位大佬好，本人笔记本了解不多，想买个新的笔记本玩ai，预算40007000，游戏只玩原神和星穹，请问有什么性价比高的推荐吗？最好质量稳定点的，因为后面出国工作一年回不来几次，很难用上国内的售后。;1;0;1;786;0.001272264631043257
722;跟知足融合起来了，一点违和感都没有;1;1;2;786;0.002544529262086514
725;做成的音乐可以发到网易云吗？算原创吗？;4;0;4;786;0.005089058524173028
730;现在是个新出的程序就能叫aidoge;1;1;2;786;0.002544529262086514
732;有没有更简单的点下一就全都有那种;1;1;2;786;0.002544529262086514
737;Ai做M齐活了;1;1;2;786;0.002544529262086514
739;鸡太美有下载吗;2;0;2;786;0.002544529262086514
745;ChatGPT是语言模型，它基本没系统地学过音乐，相当于让一个读书很多的，啥都懂一点的人去编曲笑哭。以目前OpenAI的技术来讲，只从技术角度来说，搞一个专门作曲，强项就是编曲，只会编曲的AI不难，只不过花费很多，又会抢别人工作捂脸。我觉得目前最怕的就是类似的编曲AI出现，因为很容易对编曲行业造成较大影响。;14;268;282;786;0.35877862595419846
760;ChatGPT是RLHF的应用，这种泛用的生成模型针对特定领域效果不一定好（比如视频里的计算音乐）。如果真希望搞音乐生成可以看一下计算音乐的顶会ICMC，欧洲这边的强组是QMUL的C4DM（虽然给我拒了笑哭，但是他们真的很强），MIT也有课题组在搞musicgenerationmodel。;2;88;90;786;0.11450381679389313
763;小调从主和弦一路向下挨着写一个八度，只给了根音，连和弦性质都没标，相当于全靠自己想象呢，这种答辩居然还有人说能听出东西来，说一堆虚无缥缈的意向属实笑死我了;8;101;109;786;0.138676844783715
772;音乐方面确实一拖答辩dogedoge;3;84;87;786;0.11068702290076336
776;它把和声进行和自然小调搞混了吧;4;39;43;786;0.054707379134860054
782;八个和弦写错了三个，还吹？;11;30;41;786;0.05216284987277354
795;只会用大三和弦的靴ai;1;24;25;786;0.031806615776081425
800;我是业余的没学过音乐的，可以点评吗？;6;1;7;786;0.008905852417302799
810;有哪位认识这是什么牌子的琴吗？左面只露出一个and，看着像是电琴？;2;0;2;786;0.002544529262086514
816;究竟要什么水平啊才能听这种听出好听来？;1;3;4;786;0.005089058524173028
820;它的音乐功能还差得远呢。期待未来它能作曲、编曲、演奏、演唱。;11;15;26;786;0.03307888040712468
835;17654321？;5;5;10;786;0.01272264631043257
841;什么坂本龙一;1;13;14;786;0.017811704834605598
846;评论区里的人都好懂哦，怎么说呢，大家都是什么成分啊？我想知道（对不起，我可能用词不当）;2;2;4;786;0.005089058524173028
849;这不是卡农吗。。;3;1;4;786;0.005089058524173028
864;规格化，模式化的音乐类型生产，终有一天会被AI无情取代，人类需要做的，就是不断挖掘乐音与情感的共鸣，拓展审美的边界;21;247;268;786;0.34096692111959287
886;失业前夕兄弟们，该发的demo都赶紧发出来吧藏狐;5;121;126;786;0.16030534351145037
893;再给它点时间，最开始的ai绘画也是一拖答辩，短短一年的发展，ai现在的绘图水平已经是有目共睹了。以ai绘图作为参考，ai的优势在于可以根据文字提示在短时间，做出多种方案的较高质量的完成品；亦可根据已有的草图方案在此基础上进行完善细化最终得到完成度较高的成品。并且补充一句，在美术风格的还原这一点上，ai的强大毋庸置疑。ai的劣势在于，1它无法做到较高的私人订制需求。无法精准的展现使用者的需求描述，设计要求越多越复杂，越细致，ai就越难以满足需求。所以目前仍是在抽卡，抽到最接近自己要求的图。即便是在已有的草图基础上去完善，仍有些问题需要手动调整当然，这个功能已经可以节省很多工作时间2抛去还原需求这点不谈，即便如此ai目前也很难出一张没有错误的图片，这个错误主要体现在结构逻辑上面，这包括了大小比例，结构穿插，结构的合理性。要想解决这些问题依然拜托不了人工后期调整。我的观点总结就是，ai在未来商用生产力上不会完全取代人，但确实会取代一部分人，并且ai随着时间进化，被取代的人会越来越多。它是能在可预见的未来里为资本减少人工成本的有效手段，也是为较低需求的人群提供的性价比较高的服务方式。会有点类似翻译员和目前的翻译软件之间的关系;25;163;188;786;0.23918575063613232
919;完全替代估计暂时不太可能，但是绝对会让更多的新人没饭吃，整个行业的头部现象会再次加剧;6;43;49;786;0.062340966921119595
926;在我看到了AI取代了普通的人工客服而VIP可以拥有专属座席直接接到人工以后，我觉得音乐圈是不是要回到巴洛克时期和古典时期，就是高贵的vip可以扶持自己的作曲家，听到人类作曲家的作品，然后普通用户只能和搜索歌单一样，输入关键词听ai作品dogedoge;3;55;58;786;0.0737913486005089
930;以后做视频的up主再也不用担心乱用版权音乐引起纠纷了;3;37;40;786;0.05089058524173028
934;看完了。其实当时看musicLM另一个惊到我的点是，它完全可以根据描述和时间节点生成风格也基本过度顺畅的“伴奏”，几乎是可以直接取代低端的有声书配乐影视配乐的感觉不过现在只有论文没有开放测试比较遗憾，不然我太想上手试一试了。;8;59;67;786;0.08524173027989822
944;输出表现方面：看个人对音乐的要求了，在我看来，差得远。技术方面（简单扫了眼paper欢迎指正）：audioonlytraining我认为不是很好的选择因为乐谱可提供更准确的和声，节奏表达。感觉做成multimodalitieseg乐谱音频会比较好。甚至可以做的更精细些总谱乐器分轨音频其他（eg各种关键词的labels，乐器混音摆位，等等）不过，有一点是确定的，以目前的形势发展，早晚追平甚至赶超人工。大哭大哭大哭;3;32;35;786;0.044529262086514
948;很难想象以后的生活竞争会有多大，ai的发展就像一条警戒线，你只有努力提升自己让自己始终处于自己所熟知领域的前方，你才能驾驭ai，让ai成为你工作中的一大助力，如果你的学识你的技术不及ai，那么你将被ai给挤掉处于濒临失业的状态。届时大多数半吊子们将不能再继续摸鱼打混，但是ai的出现也会极大的方便人类的学习效率，加速入门的速度，我现在有理由怀疑ai会成为未来九年制教育的必修课捂脸;4;34;38;786;0.04834605597964377
953;人类发明了货币，货币反过来奴役了人类；人类发明了科技，科技也反过来奴役了人类。AI也不例外。;13;49;62;786;0.07888040712468193
967;我一直好奇，工作室里有猫咪的话不会被咬个线或者干了更大的缺猫德的事情么;2;17;19;786;0.024173027989821884
970;以后独立游戏，AI建模，NPC用chatgpt，bgm用AI实时根据游戏内容生成;20;30;50;786;0.06361323155216285
991;首先AI若要學習作曲，絕對不會是喂音頻文件給它，肯定是要喂樂譜才能符合底層邏輯，至今為止還沒有一款軟件能準確識別多聲部的音頻無誤差地轉換成樂譜，滑音、變速、變調、變奏絕對需要花費巨大的算力才能識別還不一定準確；第二個巨大的問題，假如我輸入文字周杰倫怎麼保證輸出的結果像周杰倫但避免抄襲周杰倫，第三怎麼保證作詞嵌入曲中，同時押韻，語意通順且符合曲境，第四怎麼寫出無關風格但必須符合曲境詞義的編曲，最後在AI能獨立寫出情節連貫不併湊有意涵且令人折服的小說或者劇本之前，還不用擔心音樂創作會被替代。;2;17;19;786;0.024173027989821884
995;视频讲的很中肯，难得见到对AI有所了解的艺术行业从事者喜极而泣。UP提到的ChatGPT关于毁灭人类的看法主要是来自于人类我很认同;2;16;18;786;0.022900763358778626
1000;距离改行去做炒菜阿姨不远了;3;9;12;786;0.015267175572519083
1004;那MusicLM之后会不会有反推的能力呢比如给它听一段我们感兴趣的音乐并让它给出关键词真人通过这些关键词理清思路和要点再制作新的音乐;3;7;10;786;0.01272264631043257
1010;要是能有强尼银手，把所有AI服务器都炸了，V再来把所有算法备份毁掉多好;5;9;14;786;0.017811704834605598
1016;AI就是大规模抄作业;5;4;9;786;0.011450381679389313
1022;我认为音乐AI给人的改变就是，不用学乐理，也可以进行基础的音乐操作了，中国音乐区就像死水一潭里面就养了一头叫周杰伦的昆doge，其他的加起来都没这么大，是时候发生改变了;1;4;5;786;0.006361323155216285
1025;这东西作为灵感来源感觉好厉害;5;6;11;786;0.013994910941475827
1031;自从互联网从业者放歌不给作者和歌唱者钱，音频从业者的从业结构就被打破了吧呲牙，你们被伤害已经不是第1次了，赶紧去学习使用方法，貌似是比较现实的选择。;1;4;5;786;0.006361323155216285
1034;我个人觉得做不到，这个和美术不一样，不是单纯的合成拼贴就可以做好，随便举个例子小星星变奏曲你就是把ai玩烂都做不出来实录的那种感觉，所以ai只会影响到混饭吃的那一波音乐人，对有实力一点的不会有影响;6;5;11;786;0.013994910941475827
1050;公布开发者个人以及家人信息，便于更好的学习交流吧;1;10;11;786;0.013994910941475827
1052;本来认为AI绘画进化没那么快，但我错了，已经可以以假乱真了这个AI音乐大佬们认为进化速度会怎么样？;5;2;7;786;0.008905852417302799
1058;不知道有没有音频拆分音轨的ai作为我这种听得不少但没乐理训练的人来说帮助最大;1;2;3;786;0.003816793893129771
1061;对文学，音乐，绘画的要求太高，目前没有能欣赏的。;1;2;3;786;0.003816793893129771
1063;AI生成的音乐和画面说实话都有些让人不舒服的细节，画面可能还考验一个人的审美观察力，毕竟不是所有人都把每个细节都看明白了，但是音乐真的要命啊，每个音节都不会漏过的，听了十几秒我就开始觉得耳朵深处难受了;4;8;12;786;0.015267175572519083
1068;艺术应该是表达创作者意图的。AI表现了个啥笑哭;10;10;20;786;0.02544529262086514
1079;话说，感觉绘画精度不行一般人也不太注意，但是音乐音质不行好像一般人也不能接受？;3;7;10;786;0.01272264631043257
1083;指出一个问题点，mulan是需要文本音乐pair的，只不过这个文本描述是爬下来的歌名，描述，专辑歌单文本，不做强链接也是因为没法标注一一对应的数据，成本太高了，这可能也是音乐领域还算坚守的原因吧，希望能晚点被攻克笑哭;7;4;11;786;0.013994910941475827
1092;最早我记得还有个AIVA作曲来着，感觉效果比这个要好点;2;8;10;786;0.01272264631043257
1095;不用担心失业，我觉得人人当老板的时代来临了，反正什么事AI都能干一腿呲牙;3;5;8;786;0.010178117048346057
1099;这视频的背景音乐谁知道名字吗;2;1;3;786;0.003816793893129771
1104;有时间我会觉得ai就是个考核线，比ai差的就是不合格，ai以上的才能说自己是职业人;5;3;8;786;0.010178117048346057
1110;我们知道音乐制作不但包含旋律、配器、音质等众多技术项，还有重要的人文项包括Emotion、Imagery、Soul等指标，如果AI作曲可以提升述事画面感，充分表达人类情感，产生心灵上的共鸣乃至升华，也将是人类文化的优秀组成部分。如果改进优化不是着重人文向，则很可能被应用于非专业人群的商业向，去满足现代大规模工业生产的制作效率和成本考量，当然这样做难免被人调侃成莫得感情、莫得思想、莫得灵魂的工业快餐，而AI不会对此表示关切和回应，除非人类和AI当中有一个不再满足于人类打工仔的身份。;2;4;6;786;0.007633587786259542
1121;现在AI是琴MusicLM棋AlphaGo书ChatGPT画NovelAI样样能行了;1;1;2;786;0.002544529262086514
1130;看不懂有些人为什么天天都想着取代这取代那的，那次科技进步没取代些行业？要不要给第一次工业革命的纺织女郎说说话？享受着科技进步带来的现代生活，消极抵制着科技进步，又不想办法怎么让人们在科技停滞的情况下享受现代生活，我真看不懂，这些人这么想念封建的农业社会么？;2;1;3;786;0.003816793893129771
1135;目前的ai还不会思考，更容易处理逻辑结构简单的信息，等会思考了怼谁谁死doge;1;1;2;786;0.002544529262086514
1138;就目前的AI音乐来说，只能给人带来一点悦耳的声音而已要做出直击人类心灵的有生命的音乐作品还是要通过人类天才的永不枯竭的大脑才行有灵魂的音乐和悦耳的声响还是有区别的，不然的话说音乐是扒拉灵魂的东西，就有些扯了;11;1;12;786;0.015267175572519083
1167;所以说这个模型只生成音频不生成谱面或者工程文件吗。对人类来说还是谱面或者工程文件比较重要吧（不过可以理解毕竟开发团队原本只做音频没做音乐;2;0;2;786;0.002544529262086514
1173;他能写交响吗;1;0;1;786;0.001272264631043257
1180;ai绘画从抽象到二次元到真人也没用多久，ai音乐估计也一样;1;0;1;786;0.001272264631043257
1184;人造神就要出现了;1;0;1;786;0.001272264631043257
1195;有一天ai可以取代社会上人类所作的一切，那人类在社会上的定位还是什么呢;1;0;1;786;0.001272264631043257
1208;AI能做的都是风格类音乐，缺乏情绪联想机制，最先失业的无疑是一部分BeatsMaker。;1;0;1;786;0.001272264631043257
1210;别慌，冲击过后留下的才是精品，喜欢的人依然会坚持，人工的才是有灵魂和最贵的;3;0;3;786;0.003816793893129771
1221;AI是未来的筛选机制，人类质量将被明确划分，“淘汰”市场，未来“黑市”即将登场;1;0;1;786;0.001272264631043257
1223;什么东西容易被取代？越有热度越容易被取代，因为这样数据集会更大，反过来说你用一些小语种去和chatgpt聊天，人家样本集不够，表现肯定就不够看;4;0;4;786;0.005089058524173028
1231;古典乐该复兴咯;5;0;5;786;0.006361323155216285
1238;网易也有啊;1;0;1;786;0.001272264631043257
1243;Ai可以取代不少行业，但是作曲是不会的。或者说，ai作曲本来就是作曲技能的一部分，而不是取代的关系。AI作曲是很早很早之前就已经出现的了，只不过最近AI绘画出现了就又带火了，事实上很早之前就已经被作曲家用作辅助作曲。无论是优秀的绘画还是作曲，最重要的是灵魂或者说明确的主题，AI再优秀也不会表达主题。绘画可能对这方面并不是刚需，不少甲方只追求的是一个效率和精美的画面，所以不少原画师都被裁。但是作曲不一样，作曲本身最重要的就是主题，ai是做不到直接产出成品的。当然，单论生成即用，ai做点氛围音乐还是不错的;22;66;88;786;0.11195928753180662
1266;还带人声，歌词还带押韵，第二段副歌还带反拍进场，ai能这么强吗;11;46;57;786;0.07251908396946564
1278;玩编曲的告诉你，编曲不是堆采样就行了，流行还好，电子音乐通常一个音色都要几十个不同的插件不同的参数才能设计出来，更别说还要做混音母带;35;40;75;786;0.09541984732824428
1314;很明显的和一首歌非常像;3;15;18;786;0.022900763358778626
1318;前几天看了个视频，介绍赛博朋克2077的音乐发展史，在游戏的世界观里，打败强尼银手和克里摇滚乐的，就是ai音乐的发展，克里用三个月写一首歌，ai可以在一分钟内产生100首和他的歌一样的歌，久而久之用户习惯也被改变，只要听中间20秒高潮部分就行，快餐音乐直接改变了用户习惯，再也听不了精细编曲的传统音乐了。;1;4;5;786;0.006361323155216285
1320;ai只能照着葫芦画瓢，但葫芦还得人类种出来;14;10;24;786;0.030534351145038167
1336;破案了，是强尼银手在写歌。;1;7;8;786;0.010178117048346057
1338;？什么网站，AI编曲还带人声的;4;7;11;786;0.013994910941475827
1343;AI永远不会知道如何写实验电子以及一些极其极端的风格;7;7;14;786;0.017811704834605598
1353;没有温度的机器，怎么跟人比;28;4;32;786;0.04071246819338423
1382;评论不懂作曲，也不懂ai;1;1;2;786;0.002544529262086514
1386;怎么说呢就我们音乐制作人的标准的话，这个肯定是不合格，但一切取决于消费者;1;2;3;786;0.003816793893129771
1389;完了，我还没ai会写音乐;1;0;1;786;0.001272264631043257
1391;这明显侵权了;1;0;1;786;0.001272264631043257
1398;这不是抄袭吗？旋律是另外一首歌的吧;1;0;1;786;0.001272264631043257
1406;这首歌的质量想取代charlixcx这种音乐人还差得远;1;0;1;786;0.001272264631043257
1409;为什么打不开啊，一直黑屏;1;1;2;786;0.002544529262086514
1413;什么软件;1;1;2;786;0.002544529262086514
1420;新玩法：AI作曲，小梦填词;3;71;74;786;0.09414758269720101
1424;试了下挺有意思的，可惜不想用给定的开头的话只能完全随机，不能自己弄大笑;1;16;17;786;0.021628498727735368
1426;希望能发一些成品呀;1;7;8;786;0.010178117048346057
1434;AI作画逻辑和AI编曲逻辑完全不同，AI作画是通过机器识别提取画的特征（比如手、眼睛）然后拼接在一起。现行AI编曲则是从底层乐理出发要想AI编曲能有AI作画那样的水平首先也得能提取歌曲特征，但现在市面上连基本的音轨分离都做不干净，跟不要说提取特征了。要我说想要媲美AI作画还得等上很久;8;95;103;786;0.13104325699745548
1444;不要复制简介发到弹幕和评论;1;20;21;786;0.026717557251908396
1447;ai作曲瓶颈还是旋律太怪了;1;12;13;786;0.01653944020356234
1449;作曲本质上是更抽象的写作。绘画和它的本质不一样，绘画本质上是一种更高级的声音设计。音乐是横向和纵向的结合，ai绘画其实解决的只是纵向问题，ai写作解决的是横向问题，现在还缺一个横向和纵向结合逻辑问题。解决了这个，那估计ai拍电视剧也不远了。;4;10;14;786;0.017811704834605598
1454;我觉得这都这么复杂了跟人工也没多大区别了，关键的音色设计结构还是人做的其实;2;8;10;786;0.01272264631043257
1459;这玩意要是能够写个前卫出来我才会勉强认可;1;5;6;786;0.007633587786259542
1464;可以做音游曲吗;1;3;4;786;0.005089058524173028
1466;这个很好用的感觉诶热词系列知识增加热词系列妙啊;1;3;4;786;0.005089058524173028
1472;旋律就不能ai了笑哭ai这东西旋律弄的东一榔头西一棒槌;1;2;3;786;0.003816793893129771
1488;吓人，制作人没出路了吗;2;1;3;786;0.003816793893129771
1492;辣眼睛为啥我的是英文的;1;0;1;786;0.001272264631043257
1494;这个插件正版花钱么。多少钱;1;0;1;786;0.001272264631043257
1496;ORB3试用和不试用好像没啥不同啊（指是否输入序列号）;1;0;1;786;0.001272264631043257
1498;chords咋弄到啊？求解;3;0;3;786;0.003816793893129771
1503;有一说一，他就是在拼素材吐什么效果都没加，混音糊的一批，母带也没做，问题是，为啥你生成的Bigroom曲风和我刚才试毒的一模一样热词系列知识增加;5;92;97;786;0.12340966921119594
1513;挺好用的孩子很喜欢下次还在网易云做;1;11;12;786;0.015267175572519083
1515;我想做点儿歌行不行。;3;10;13;786;0.01653944020356234
1519;注册机bgm？;1;5;6;786;0.007633587786259542
1521;AI太捞了;2;5;7;786;0.008905852417302799
1525;家人们我不如AI了（痛哭）;2;3;5;786;0.006361323155216285
1529;猜我是谁;1;0;1;786;0.001272264631043257
1532;ai音乐的发展确实有些惊人，目前的ai基本相当于学习了3个月的音乐人。至于以后音乐ai的发展，是很难预测的。样本量是个问题，音乐的还原非常有难度，能提供给ai的大多是音频，直接从音频分析的话会导致乐器难以分辨（只有第四个ai勉强避免了这些问题，但它是从编曲底层逻辑进行分析了的）相比于绘画，对音乐的模仿是非常困难的，我认为这会成为音乐ai发展的阻力。但谁知道以后会怎么样呢;4;41;45;786;0.05725190839694656
