发布者;真实一级评论数;真实点赞数;边数;最大边数;集群密度
羊驼神;21;1413;1434;160852;0.00891502747867605
软件侠何二;54;6525;6579;160852;0.0409009524283192
歌者天行;1407;90000;91407;160852;0.5682677243677418
创业斯基;46;323;369;160852;0.002294034267525427
非碳基人类;4;73;77;160852;0.000478700917613707
MissMelody;14;485;499;160852;0.003102230621938179
童萌军;47;699;746;160852;0.004637803695322408
歌者天行;83;2659;2742;160852;0.017046726183075126
益仓数码君;1;53;54;160852;0.0003357123318329893
小工蚁新零售创始人;6;205;211;160852;0.0013117648521622362
百度飞桨;31;932;963;160852;0.00598686991768831
科技先锋Zx（AI教练）;27;492;519;160852;0.003226568522617064
青禾小编;140;1113;1253;160852;0.007789769477532142
程序员老张（22点～24点直播）;41;491;532;160852;0.0033073881580583395
小鱼Design Studio（AI）;339;49000;49339;160852;0.3067353840797752
阿漫啊阿漫;385;2907;3292;160852;0.02046601845174446
新片场课堂（怒豆渣）;135;2903;3038;160852;0.018886927113122624
科研学姐Fanny;5;144;149;160852;0.0009263173600576928
橘大AI;311;22000;22311;160852;0.1387051451023301
全痣贤;1684;47000;48684;160852;0.3026633178325417
木川讲产品;13;266;279;160852;0.0017345137144704449
一名埋头苦干的硕士僧;49;9125;9174;160852;0.057033795041404524
AI写作神器;5;1070;1075;160852;0.0066831621614900655
大东笔记pro;1;45;46;160852;0.00028597717156143534
独特的知识;5;59;64;160852;0.0003978812821724318
侯老师编程;53;445;498;160852;0.003096013726904235
101教育PPT精品课;23;1046;1069;160852;0.0066458607912864
聪明的李狗勾;5;18;23;160852;0.00014298858578071767
神秘小五;102;3892;3994;160852;0.02483027876557332
程序员小兵;3;13;16;160852;9.947032054310795e-05
大丽短视频;38;446;484;160852;0.0030089771964290153
AI吕侃侃;1;10;11;160852;6.838584537338672e-05
小黑屋手机版;28;60;88;160852;0.0005470867629870938
师兄牛顿;5;60;65;160852;0.00040409817720637607
百度飞桨;31;11000;11031;160852;0.06857856911943899
GPT研究员;99;1921;2020;160852;0.012558127968567378
什么值得买;27;2290;2317;160852;0.01440454579364882
AI视界小新;1;52;53;160852;0.0003294954367990451
游戏小哥;3;38;41;160852;0.0002548926963917141
老麦的工具库;98;30000;30098;160852;0.18711610673165394
新闻晨报;7235;73000;80235;160852;0.49881257304851667
迈雅国际贸易;1;13;14;160852;8.703653047521945e-05
UCL学姐Summer;21;1585;1606;160852;0.00998433342451446
系统迷;7;157;164;160852;0.0010195707855668564
以译代劳英文润色;18;5279;5297;160852;0.032930892994802674
COLDSAND寒沙;3;39;42;160852;0.0002611095914256584
兔兔家;7;104;111;160852;0.0006900753487678114
慢途;6;730;736;160852;0.004575634744982965
AI纪元;25;1740;1765;160852;0.010972819734911595
江年笔记;19;33;52;160852;0.00032327854176510086
四郎配音;6;154;160;160852;0.0009947032054310795
文案军火库;6;63;69;160852;0.00042896575734215303
老表的工具库;52;119;171;160852;0.0010630890508044662
AI百晓生;9;115;124;160852;0.0007708949842090866
茶小东（剪辑视觉）;6;102;108;160852;0.0006714246636659786
珠海市五一一八科技有限公司;4;33;37;160852;0.00023002511625593714
非哥自媒体;15;229;244;160852;0.0015169223882823962
文公子疯狂短视频（冲刺100万粉丝）;123;692;815;160852;0.005066769452664561
Sweet学姐论文指导;4;116;120;160852;0.0007460274040733097
老骆创业说;52;772;824;160852;0.0051227215079700595
阿牛爱分享;166;356;522;160852;0.003245219207718897
小莉读书;3;47;50;160852;0.00031084475169721235
一博博士（科研分享）;16;1153;1169;160852;0.007267550294680824
学术小贝（期刊咨询）;1;152;153;160852;0.0009511849401934697
Cool设计｜231;351;9719;10070;160852;0.06260413299181856
秘塔写作猫;28;3624;3652;160852;0.02270410066396439
从头学电脑;4;93;97;160852;0.000603038818292592
沙雕研究生聊考研;31;2339;2370;160852;0.014734041230447865
AI写作助手;1;64;65;160852;0.00040409817720637607
奋斗路上的毛小博;5;2148;2153;160852;0.013384975008081964
歌者天行;48;2886;2934;160852;0.01824037002959242
爱跑步的生物老师;4;61;65;160852;0.00040409817720637607
百度一下;76;12000;12076;160852;0.07507522442991073
UCL学姐Summer;74;16000;16074;160852;0.09993037077561982
啟航学长;1;13;14;160852;8.703653047521945e-05
萌啦科技@跨境东南亚;32;376;408;160852;0.0025364931738492526
导演大黄;13;333;346;160852;0.0021510456817447096
软件侠何二;76;3452;3528;160852;0.0219332056797553
AIRight;-43;32;-11;160852;-6.838584537338672e-05
景凡项目笔记;6;30;36;160852;0.00022380822122199288
小羽喜欢读书鸭;6;11;17;160852;0.0001056872155770522
雅源致信文化创意;11;1758;1769;160852;0.010997687315047373
钱暴撕「BOSS」;601;10000;10601;160852;0.06590530425484296
卧涛课堂;5;68;73;160852;0.00045383333747793004
科研圈子;9;304;313;160852;0.0019458881456245493
Ed Yschool;1;15;16;160852;9.947032054310795e-05
工大呆萌强博士;4;339;343;160852;0.002132394996642877
头冷社长;1;9;10;160852;6.216895033944247e-05
张大帅;1;9;10;160852;6.216895033944247e-05
珠海市五一一八科技有限公司;1;5;6;160852;3.730137020366548e-05
ChatGPT趣问趣答;24;140;164;160852;0.0010195707855668564
人工智障大门;1;82;83;160852;0.0005160022878173725
百度AI;11;3387;3398;160852;0.02112500932534255
How do you do女士;123;1366;1489;160852;0.009256956705542984
编程入门到精通;77;3029;3106;160852;0.01930967597543083
星图文化传媒;852;160000;160852;160852;1.0
跟着威哥学Java;1;964;965;160852;0.005999303707756198
量子位;4;72;76;160852;0.0004724840225797628
赛博司马特;41;739;780;160852;0.004849178126476512
潜云设计说;44;1580;1624;160852;0.010096237535125457
Why not 开心读博;14;945;959;160852;0.005962002337552533
朱半仙Studio;8;122;130;160852;0.0008081963544127521
百度;121;82000;82121;160852;0.5105376370825355
晨星论文润色服务;6;104;110;160852;0.0006838584537338672
海报新闻;96;14000;14096;160852;0.08763335239847811
Nina学姐聊美国留学规划;1;2;3;160852;1.865068510183274e-05
译墨英文润色;4;92;96;160852;0.0005968219232586477
不坑老师;120;1612;1732;160852;0.010767662198791435
依格瓦;2;11;13;160852;8.081963544127521e-05
冉野Ruko懂留学;8;822;830;160852;0.005160022878173725
芯英科技;1;803;804;160852;0.004998383607291174
徐二跬kui;17;204;221;160852;0.0013739338025016785
Alisa学姐不想写论文;2;70;72;160852;0.00044761644244398576
中南渣渣博士僧N多;51;4391;4442;160852;0.027615447740780345
四川观察;1693;72000;73693;160852;0.4581416457364534
天行者;11;225;236;160852;0.0014671872280108422
财经网精选;3;41;44;160852;0.0002735433814935469
我是落日雁;488;8253;8741;160852;0.054341879491706664
奋斗吧熊卷;3033;126000;129033;160852;0.802184616914928
鹿盈盈;190;10000;10190;160852;0.06335016039589188
大媛自媒体;1;7;8;160852;4.9735160271553974e-05
Sherry想回家;101;7884;7985;160852;0.04964190684604481
