发布者;真实一级评论数;真实点赞数;边数;最大边数;集群密度
8848究极手机项目发起人之一泰坦;1;7;8;35003;0.00022855183841385024
狂人总在圣人身畔;1;2;3;35003;8.570693940519383e-05
谷雨-腾讯新闻;1;6;7;35003;0.00019998285861211896
圆觉傅李剑锋;2;9;11;35003;0.0003142587778190441
落梅纷乱几处聚散;2;2;4;35003;0.00011427591920692512
骡木木;1;17;18;35003;0.000514241636431163
Clown-CL;2;8;10;35003;0.0002856897980173128
捻作七情透骨思;1;10;11;35003;0.0003142587778190441
一个没有姓名的混子;1;5;6;35003;0.00017141387881038767
拾月获稻;13;449;462;35003;0.013198868668399852
已随残叶坠寒塘;1;2;3;35003;8.570693940519383e-05
用户7768433501;4;4;8;35003;0.00022855183841385024
青色花莒箭;3;2;5;35003;0.0001428448990086564
要星星要月亮_;1;2;3;35003;8.570693940519383e-05
同声翻译樱桃羊;22;939;961;35003;0.02745478958946376
瑜术临疯;1;5;6;35003;0.00017141387881038767
LynnnCL;1;5;6;35003;0.00017141387881038767
Kainin20221027;4;30;34;35003;0.0009713453132588635
巫筮;2;2;4;35003;0.00011427591920692512
巫筮;1;3;4;35003;0.00011427591920692512
麦穗财经;30;30;60;35003;0.001714138788103877
深海有光源;2;4;6;35003;0.00017141387881038767
此心安处白云飞;1;1;2;35003;5.713795960346256e-05
zhuyi;2;17;19;35003;0.0005428106162328944
量子位;7;134;141;35003;0.00402822615204411
四小妞手记;10;7;17;35003;0.00048567265662943174
火锅试吃赠品买一送一;1;36;37;35003;0.0010570522526640574
荷花HOASEN;1;1;2;35003;5.713795960346256e-05
老雅痞;1;9;10;35003;0.0002856897980173128
韶芍今天吃饭了吗;1;29;30;35003;0.0008570693940519384
华媒号;1;4;5;35003;0.0001428448990086564
法语精灵严姐姐;1;6;7;35003;0.00019998285861211896
欧路词典;20;19;39;35003;0.00111419021226752
宝玉xp;5;42;47;35003;0.0013427420506813702
臧否行;1;5;6;35003;0.00017141387881038767
同声翻译樱桃羊;6;63;69;35003;0.001971259606319458
跨境搬砖小吉吉;5;12;17;35003;0.00048567265662943174
绿图哥;19;245;264;35003;0.007542210667657058
oxjdtchydyc;1;5;6;35003;0.00017141387881038767
菜爷CY;74;1740;1814;35003;0.051824129360340546
宝玉xp;9;235;244;35003;0.006970831071622432
夏日之阳新闻传播考研;2;38;40;35003;0.0011427591920692513
konanhaihai;31;461;492;35003;0.014055938062451789
黄桃布丁_;1;2;3;35003;8.570693940519383e-05
一介大白菜;1;1;2;35003;5.713795960346256e-05
政治哲学导论过激发言bot;2;7;9;35003;0.0002571208182155815
宝玉xp;6;171;177;35003;0.005056709424906437
宝玉xp;4;44;48;35003;0.0013713110304831013
FreenBecky天下第一甜;4;2;6;35003;0.00017141387881038767
请叫我职场总监;1296;4006;5302;35003;0.15147273090877925
Willfid;1;1;2;35003;5.713795960346256e-05
h1debound-;1;3;4;35003;0.00011427591920692512
突然一切都无影无踪;1;1;2;35003;5.713795960346256e-05
爱可可-爱生活;1;18;19;35003;0.0005428106162328944
瞎嗑续命;1;1;2;35003;5.713795960346256e-05
捞起月亮的皮卡丘;2;1;3;35003;8.570693940519383e-05
亡鸟-;1;13;14;35003;0.0003999657172242379
三毒与刀;1;3;4;35003;0.00011427591920692512
宝玉xp;8;99;107;35003;0.003056880838785247
Bubble_bear;18;1243;1261;35003;0.036025483529983145
鸢尾百合;1;42;43;35003;0.0012284661314744452
煮导论文秀才;1;1;2;35003;5.713795960346256e-05
韩知城_脸颊肉储藏室;33;665;698;35003;0.019941147901608433
月一;2;2;4;35003;0.00011427591920692512
Moki·;2;9;11;35003;0.0003142587778190441
林亦LYi;9;165;174;35003;0.004971002485501243
即刻;6;446;452;35003;0.01291317887038254
汪加诚-;1;2;3;35003;8.570693940519383e-05
fall_ark;108;3146;3254;35003;0.09296346027483358
晋江-潇湘碧影;32;151;183;35003;0.005228123303716825
飞天小贼_;2;10;12;35003;0.00034282775762077534
中科大胡不归;8;46;54;35003;0.0015427249092934891
神嘛事儿;34;443;477;35003;0.013627403365425821
冲子老教授;3;76;79;35003;0.002256949404336771
一只猿的朝圣;4;2;6;35003;0.00017141387881038767
hyukhae_0511291640;1;1;2;35003;5.713795960346256e-05
迷失暗酱;1;5;6;35003;0.00017141387881038767
爱折腾的Buffon;1;4;5;35003;0.0001428448990086564
工藤烦烦子;2;1;3;35003;8.570693940519383e-05
紫外线是个人才;2;10;12;35003;0.00034282775762077534
姬永锋;1;14;15;35003;0.0004285346970259692
苦丁山;6;38;44;35003;0.0012570351112761763
-yolfilm-;2;19;21;35003;0.0005999485758363569
宝玉xp;1;16;17;35003;0.00048567265662943174
豆沙包里的彩虹豆;5;111;116;35003;0.0033140016570008283
川上羽_赛博海王;9;625;634;35003;0.018112733194297632
左耳朵耗子;33;987;1020;35003;0.029140359397765905
抹点素妍酱;6;81;87;35003;0.0024855012427506215
牛资料;9;161;170;35003;0.0048567265662943174
慕愁空Miss_Xu;2;36;38;35003;0.0010856212324657887
宝玉xp;3;101;104;35003;0.002971173899380053
智造圈;5;39;44;35003;0.0012570351112761763
屠龙的胭脂井;88;2409;2497;35003;0.071336742564923
默默默音;2;5;7;35003;0.00019998285861211896
十二灯;3;8;11;35003;0.0003142587778190441
neonIight;4;12;16;35003;0.0004571036768277005
财经大乐;51;264;315;35003;0.008999228637545353
神探omega;4;4;8;35003;0.00022855183841385024
有鱼嫣;3;1;4;35003;0.00011427591920692512
宝玉xp;22;1614;1636;35003;0.04673885095563238
勾减斯诺曼;4;35;39;35003;0.00111419021226752
高清重置画质;1;2;3;35003;8.570693940519383e-05
左手投资记;1;5;6;35003;0.00017141387881038767
韶关那些事儿;1;2;3;35003;8.570693940519383e-05
神嘛事儿;36;660;696;35003;0.01988400994200497
沐沐茉;15;122;137;35003;0.0039139502328371855
狼狼狼狼狼狼狼七匹狼;4;1;5;35003;0.0001428448990086564
黑羊厨;3;14;17;35003;0.00048567265662943174
火朗_HwafoxGallery;2;77;79;35003;0.002256949404336771
huu00_狐;5;8;13;35003;0.00037139673742250665
脑机接口火老师;3;3;6;35003;0.00017141387881038767
ZOL中关村在线;10;63;73;35003;0.0020855355255263836
宝玉xp;9;700;709;35003;0.020255406679427476
all明烟;5;4;9;35003;0.0002571208182155815
绯炎_TsagoDegiNaleya;1;1;2;35003;5.713795960346256e-05
英之cai;2;2;4;35003;0.00011427591920692512
姬永锋;14;109;123;35003;0.0035139845156129472
优雅端庄晚风;4;3;7;35003;0.00019998285861211896
云玩家本本子;7;25;32;35003;0.000914207353655401
睡觉大王吗;2;3;5;35003;0.0001428448990086564
pentokary-pk;5;5;10;35003;0.0002856897980173128
中国战略支援;9;60;69;35003;0.001971259606319458
上帝爱子;1;10;11;35003;0.0003142587778190441
华尔街见闻APP;9;20;29;35003;0.0008285004142502071
哥斯拉_yu;3;2;5;35003;0.0001428448990086564
智造圈;2;23;25;35003;0.000714224495043282
张辛欣;10;14;24;35003;0.0006856555152415507
华山派小6;11;15;26;35003;0.0007427934748450133
谷大白话;198;1342;1540;35003;0.04399622889466617
用户7497043569;1;1;2;35003;5.713795960346256e-05
宝玉xp;9;154;163;35003;0.004656743707682199
伊达_Alicia;1;5;6;35003;0.00017141387881038767
鬼冥_正太不足;1;2;3;35003;8.570693940519383e-05
天文八卦学家刘博洋;26;1178;1204;35003;0.034397051681284464
黑体鸭;3;3;6;35003;0.00017141387881038767
PriceTag应用推荐;1;2;3;35003;8.570693940519383e-05
PoiPoiPooo_ver_2;10;8;18;35003;0.000514241636431163
·kayou卡哟·;3;5;8;35003;0.00022855183841385024
少数派sspai;7;52;59;35003;0.0016855698083021455
莲心无限;1;5;6;35003;0.00017141387881038767
姬永锋;2;48;50;35003;0.001428448990086564
一休价投;48;385;433;35003;0.012370368254149644
讯飞听见;3;3;6;35003;0.00017141387881038767
小黑夜之睛;73;378;451;35003;0.012884609890580807
只要耗子够多ban号就追不上我;1;1;2;35003;5.713795960346256e-05
Kansenta;6;7;13;35003;0.00037139673742250665
DoubleUisW;1;2;3;35003;8.570693940519383e-05
ZEALER;28;194;222;35003;0.006342313515984344
木微分;1;1;2;35003;5.713795960346256e-05
言夕Yanxi;2;33;35;35003;0.0009999142930605949
潘萌SoPhia;5;133;138;35003;0.003942519212638916
睡不醒厨子深夜做饭;1;3;4;35003;0.00011427591920692512
雪球;1;16;17;35003;0.00048567265662943174
苏打冰河;1;2;3;35003;8.570693940519383e-05
北京事儿哥;26;400;426;35003;0.012170385395537525
财入门;2;8;10;35003;0.0002856897980173128
于欣烈;7;30;37;35003;0.0010570522526640574
美第奇效应1;3;13;16;35003;0.0004571036768277005
叨哥胡侃;65;972;1037;35003;0.02962603205439534
瞎玩菌;2;1;3;35003;8.570693940519383e-05
·Boga·;2;1;3;35003;8.570693940519383e-05
姬永锋;16;85;101;35003;0.0028854669599748593
姬永锋;13;142;155;35003;0.004428191869268348
阿龙哥BLOG;2;11;13;35003;0.00037139673742250665
洋芋PooooootatoNE;5;30;35;35003;0.0009999142930605949
宝玉xp;1;76;77;35003;0.0021998114447333086
宝玉xp;1;40;41;35003;0.0011713281718709824
林竹;4;62;66;35003;0.0018855526669142645
梁景滔-TaoO;18;29;47;35003;0.0013427420506813702
哈勃观察员;44;292;336;35003;0.00959917721338171
电子六厂张大民;1169;2434;3603;35003;0.10293403422563781
我是人见人爱的Max;349;1289;1638;35003;0.046795988915235835
陈擦皮;12;66;78;35003;0.00222838042453504
这一生只再疯三次;3;57;60;35003;0.001714138788103877
奥特曼乐高;1;6;7;35003;0.00019998285861211896
Genshit别再炸了bot;7;32;39;35003;0.00111419021226752
西城大妈;23;436;459;35003;0.013113161728994658
晚点LatePost;2;4;6;35003;0.00017141387881038767
宝玉xp;2;66;68;35003;0.001942690626517727
逻辑引擎;4;10;14;35003;0.0003999657172242379
看理想vistopia;21;230;251;35003;0.0071708139302345516
Sunbelife;17;98;115;35003;0.003285432677199097
夜光手表9988;3;18;21;35003;0.0005999485758363569
五哥;7;131;138;35003;0.003942519212638916
澳洲晓亮;2;9;11;35003;0.0003142587778190441
姚广孝_wayne;36;928;964;35003;0.027540496528868953
合肥斌叔;8;234;242;35003;0.00691369311201897
洗砚;1;9;10;35003;0.0002856897980173128
逐肉_;2;8;10;35003;0.0002856897980173128
初霜翼;5;10;15;35003;0.0004285346970259692
Vetrax嚣张卫视;3;43;46;35003;0.0013141730708796388
长齐;1;4;5;35003;0.0001428448990086564
严艺家;20;226;246;35003;0.0070279690312258945
6万小时15年交易者4;14;24;38;35003;0.0010856212324657887
菜瓜好吃;2;24;26;35003;0.0007427934748450133
Kaedei;2;11;13;35003;0.00037139673742250665
Phoebeeeee_H;1;14;15;35003;0.0004285346970259692
恋恋甲壳虫;1;2;3;35003;8.570693940519383e-05
戴面具的布鲁斯;14;1825;1839;35003;0.05253835385538382
李楠或kkk;29;211;240;35003;0.006856555152415508
求我早睡不要再熬夜了;2;2;4;35003;0.00011427591920692512
Kaedei;12;82;94;35003;0.0026854841013627404
奇爱电影;1;3;4;35003;0.00011427591920692512
李好宽同学;32;45;77;35003;0.0021998114447333086
福州翻译ivy;45;1038;1083;35003;0.030940205125274976
科技客;157;382;539;35003;0.01539868011313316
量子位;15;93;108;35003;0.0030854498185869782
宝玉xp;2;120;122;35003;0.003485415535811216
宝玉xp;9;213;222;35003;0.006342313515984344
Danco;1;1;2;35003;5.713795960346256e-05
Utroypia;3;13;16;35003;0.0004571036768277005
南方周末;10;80;90;35003;0.0025712081821558153
DTCHAT;18;114;132;35003;0.003771105333828529
游戏名侦探;50;300;350;35003;0.009999142930605947
UCG官方微博;2;7;9;35003;0.0002571208182155815
8848究极手机项目发起人之一泰坦;2;4;6;35003;0.00017141387881038767
Game手帐姬;1;3;4;35003;0.00011427591920692512
西园寺nanaaki;1;1;2;35003;5.713795960346256e-05
梦电游戏;1;5;6;35003;0.00017141387881038767
Jump小酱;1;12;13;35003;0.00037139673742250665
gutsshadow;3;15;18;35003;0.000514241636431163
新浪游戏;1;3;4;35003;0.00011427591920692512
游研社;37;250;287;35003;0.008199297203096877
A9VG;12;18;30;35003;0.0008570693940519384
塔莉塔铛;1;2;3;35003;8.570693940519383e-05
顾子明说;8;43;51;35003;0.0014570179698882952
曹喵喵;2;6;8;35003;0.00022855183841385024
vegra;1;2;3;35003;8.570693940519383e-05
-huangzhe;1;5;6;35003;0.00017141387881038767
Joken是个教书匠Mini;2;65;67;35003;0.0019141216467159958
识货少年;52;303;355;35003;0.010141987829614604
扑捉大长腿;5;4;9;35003;0.0002571208182155815
马妍;1;2;3;35003;8.570693940519383e-05
群响刘老板;2;10;12;35003;0.00034282775762077534
倾大;32;90;122;35003;0.003485415535811216
西城大妈;67;1374;1441;35003;0.04116789989429478
小疾庸;2;1;3;35003;8.570693940519383e-05
有个梨GPT;20;27;47;35003;0.0013427420506813702
gzpsmshlqw;1;1;2;35003;5.713795960346256e-05
没有我找不到的电子书;4;228;232;35003;0.006628003314001657
星空橙爆汁;80;136;216;35003;0.0061708996371739565
小猪婧婧;5;4;9;35003;0.0002571208182155815
林仔tata;1;8;9;35003;0.0002571208182155815
纲手大人Sherry;1;1;2;35003;5.713795960346256e-05
欧洲文艺评论;16;542;558;35003;0.015941490729366053
虚无寒君;2;1;3;35003;8.570693940519383e-05
百二十五頁;1;3;4;35003;0.00011427591920692512
经济观察报;1;1;2;35003;5.713795960346256e-05
微天下;31;129;160;35003;0.004571036768277005
携隐;5;61;66;35003;0.0018855526669142645
瞳_口嗨落学家;2;2;4;35003;0.00011427591920692512
中科大胡不归;3;17;20;35003;0.0005713795960346256
萧秋水;11;65;76;35003;0.0021712424649315775
路意Louis;1;13;14;35003;0.0003999657172242379
瘦驼;13;20;33;35003;0.0009427763334571322
宝玉xp;36;1000;1036;35003;0.029597463074593607
雷雷發言記錄冊;1;4;5;35003;0.0001428448990086564
薄荷青柠硬糖;1;1;2;35003;5.713795960346256e-05
美剧叔;3;2;5;35003;0.0001428448990086564
转转呜呜呜;4;303;307;35003;0.008770676799131504
新浪热点;10;23;33;35003;0.0009427763334571322
粤B汤还热;1;1;2;35003;5.713795960346256e-05
京城第一母老虎;62;116;178;35003;0.0050852784047081675
廷祐JungWoo_Jungvely;6;150;156;35003;0.00445676084907008
手机上的新浪;2;35;37;35003;0.0010570522526640574
槽值;122;143;265;35003;0.007570779647458789
新浪新闻;44;306;350;35003;0.009999142930605947
藤子_立志每日一图bot;1;1;2;35003;5.713795960346256e-05
廷祐JungWoo_Jungvely;3;64;67;35003;0.0019141216467159958
携隐;3;34;37;35003;0.0010570522526640574
第八个不是铜像;1;8;9;35003;0.0002571208182155815
ZOL中关村在线;1;2;3;35003;8.570693940519383e-05
数码磕学家;33;35;68;35003;0.001942690626517727
科技有意思;55;231;286;35003;0.008170728223295147
Kema1990;2;1;3;35003;8.570693940519383e-05
四正刚刚好;7;7;14;35003;0.0003999657172242379
陌路不是路哟;1;3;4;35003;0.00011427591920692512
36氪;5;9;14;35003;0.0003999657172242379
雪山吃大鱼;1;4;5;35003;0.0001428448990086564
CHEUNGYUET;1;1;2;35003;5.713795960346256e-05
UCG一刀;5;19;24;35003;0.0006856555152415507
晖姐的新微博;3;4;7;35003;0.00019998285861211896
顾文豪;1;4;5;35003;0.0001428448990086564
伦敦的猪在香港;4;29;33;35003;0.0009427763334571322
-Redamantia-;2;15;17;35003;0.00048567265662943174
Christine芳心灭火器;1;5;6;35003;0.00017141387881038767
风干永永;2;4;6;35003;0.00017141387881038767
梁溪说事;1;2;3;35003;8.570693940519383e-05
品测科技;9;13;22;35003;0.0006285175556380882
豹仙人Leopa-sama;3;14;17;35003;0.00048567265662943174
七倍pro;2;1;3;35003;8.570693940519383e-05
kestrel_wangwenjun;1;6;7;35003;0.00019998285861211896
Maeiee;8;71;79;35003;0.002256949404336771
安民Anmin0001;25;140;165;35003;0.004713881667285661
本恰恰-;6;24;30;35003;0.0008570693940519384
日语王唯斯;13;87;100;35003;0.002856897980173128
张开教授;2;15;17;35003;0.00048567265662943174
岳东晓博士;47;810;857;35003;0.024483615690083706
祝佳音;21;170;191;35003;0.005456675142130675
傲天皇妃sama;22;231;253;35003;0.007227951889838014
Ocasionally_;3;13;16;35003;0.0004571036768277005
鸶游-;1;1;2;35003;5.713795960346256e-05
懿领土_1113;1;1;2;35003;5.713795960346256e-05
夜神不说话;3;9;12;35003;0.00034282775762077534
破破的桥;251;2141;2392;35003;0.06833699968574122
亲子网络素养说;2;2;4;35003;0.00011427591920692512
真高冷美少女;1;5;6;35003;0.00017141387881038767
小果果王慕辰;2;4;6;35003;0.00017141387881038767
一玶海岸;28;130;158;35003;0.004513898808673542
李雄鹰;219;4193;4412;35003;0.12604633888523842
小花崽子x;274;2113;2387;35003;0.06819415478673256
杨大宝在思考;14;40;54;35003;0.0015427249092934891
llllit-q;1;3;4;35003;0.00011427591920692512
后窗暴雨夜;4;42;46;35003;0.0013141730708796388
肉肉都跑掉辣;1;1;2;35003;5.713795960346256e-05
古月两青水;4;22;26;35003;0.0007427934748450133
MofielStudio;46;140;186;35003;0.0053138302431220185
猫哥评测;1;2;3;35003;8.570693940519383e-05
姚尧博士;1;13;14;35003;0.0003999657172242379
福布斯中文网;2;3;5;35003;0.0001428448990086564
快兰斯24小时财经直播;1;4;5;35003;0.0001428448990086564
zdhNarsil;5;42;47;35003;0.0013427420506813702
低可视度理工狼;28;141;169;35003;0.004828157586492587
海未至_;2;1;3;35003;8.570693940519383e-05
长沙发生了短沙发哦;1;3;4;35003;0.00011427591920692512
李多乙_DaEulCoisini;48;65;113;35003;0.003228294717595635
宥元Annyeongz_Destiny;75;150;225;35003;0.006428020455389538
一头想要被吃掉的捣捣;3;5;8;35003;0.00022855183841385024
SugarMill_Onlyfor金昇玟;26;282;308;35003;0.008799245778933235
傲天皇妃sama;6;19;25;35003;0.000714224495043282
张大妈的保镖;35;78;113;35003;0.003228294717595635
传播学考研就找瓦洛佳;1;65;66;35003;0.0018855526669142645
是你滴好厚米;1;5;6;35003;0.00017141387881038767
董董Mercurio;2;39;41;35003;0.0011713281718709824
苗巾-澪人;1;2;3;35003;8.570693940519383e-05
极客公园;2;8;10;35003;0.0002856897980173128
scarborough-求不卡文;1;5;6;35003;0.00017141387881038767
潘学才;8;100;108;35003;0.0030854498185869782
澄伊chung;2;25;27;35003;0.0007713624546467446
001期货网;2;12;14;35003;0.0003999657172242379
fairoimanapouche;2;1;3;35003;8.570693940519383e-05
大猫的山海经;14;59;73;35003;0.0020855355255263836
喻江;16;64;80;35003;0.0022855183841385025
啊无无明盡UNIVERSE;2;4;6;35003;0.00017141387881038767
花語凱西;2;1;3;35003;8.570693940519383e-05
中日同传翻译李双in东京;8;10;18;35003;0.000514241636431163
张辛欣;5;23;28;35003;0.0007999314344484758
中科大胡不归;12;39;51;35003;0.0014570179698882952
Musical_Fans;2;16;18;35003;0.000514241636431163
李建秋的世界;131;1608;1739;35003;0.049681455875210695
SMnPb;3;2;5;35003;0.0001428448990086564
齐鲁晚报;2;9;11;35003;0.0003142587778190441
杨帆教授;137;1277;1414;35003;0.04039653743964803
馋师四代;1;9;10;35003;0.0002856897980173128
Drakeet;3;21;24;35003;0.0006856555152415507
王盐Charles;2;23;25;35003;0.000714224495043282
牛春宝;8;56;64;35003;0.001828414707310802
老麦煮机;4;11;15;35003;0.0004285346970259692
翻硕君;1;6;7;35003;0.00019998285861211896
无心简影;27;96;123;35003;0.0035139845156129472
爱范儿;2;16;18;35003;0.000514241636431163
饭饱不思衣a木头鱼a;2;4;6;35003;0.00017141387881038767
凯雷;26;80;106;35003;0.0030283118589835155
新闻晨报;14;155;169;35003;0.004828157586492587
中科大胡不归;11;97;108;35003;0.0030854498185869782
中科大胡不归;9;66;75;35003;0.002142673485129846
同声翻译樱桃羊;27;428;455;35003;0.012998885809787732
艶福;2;1;3;35003;8.570693940519383e-05
三十二楼茶水间;1;1;2;35003;5.713795960346256e-05
财新网;7;32;39;35003;0.00111419021226752
虎嗅APP;2;4;6;35003;0.00017141387881038767
量子位;2;7;9;35003;0.0002571208182155815
日语翻译社;2;62;64;35003;0.001828414707310802
始安公士或大号;220;7447;7667;35003;0.21903836813987373
省心省力点投;4;10;14;35003;0.0003999657172242379
戏精-CHUI-S;5;4;9;35003;0.0002571208182155815
量子位;1;9;10;35003;0.0002856897980173128
丧味胶囊;14;63;77;35003;0.0021998114447333086
智造圈;4;38;42;35003;0.0011998971516727138
BIE别的;8;107;115;35003;0.003285432677199097
nowisHYUNJAE_李贤在;1;39;40;35003;0.0011427591920692513
气iiii;1;1;2;35003;5.713795960346256e-05
硬核黑科技;15;167;182;35003;0.005199554323915093
MissBunny-;30;358;388;35003;0.011084764163071737
爱范儿;3;9;12;35003;0.00034282775762077534
死鱼眼卡夫卡;2;1;3;35003;8.570693940519383e-05
某瑜;4;7;11;35003;0.0003142587778190441
生椰拿铁是本命;7;15;22;35003;0.0006285175556380882
涓小豚写作;3;65;68;35003;0.001942690626517727
姬永锋;1;9;10;35003;0.0002856897980173128
漪-羽;10;79;89;35003;0.0025426392023540838
中科大胡不归;21;119;140;35003;0.003999657172242379
南昌火车站;5;9;14;35003;0.0003999657172242379
卿turbo卿;1;1;2;35003;5.713795960346256e-05
廷祐JungWoo_Jungvely;1;57;58;35003;0.0016570008285004142
不好惹的娃娃脸;1;13;14;35003;0.0003999657172242379
甜猫栗子;3;2;5;35003;0.0001428448990086564
新华网;5;49;54;35003;0.0015427249092934891
S_orrymaker;1;8;9;35003;0.0002571208182155815
向凌云;86;261;347;35003;0.009913435991200753
小姿态;4;11;15;35003;0.0004285346970259692
绵州一哥;29;132;161;35003;0.004599605748078736
再来杯黑糖嘟嘟;20;30;50;35003;0.001428448990086564
小笨蛋渡_渡;1;3;4;35003;0.00011427591920692512
GDUODXI711-;20;197;217;35003;0.006199468616975688
狗带321123;5;7;12;35003;0.00034282775762077534
安全感只能自己给;7;282;289;35003;0.00825643516270034
北欧泡芙酱;32;1145;1177;35003;0.033625689226637716
林仔tata;2;10;12;35003;0.00034282775762077534
正版沅沅;3;2;5;35003;0.0001428448990086564
稚鸟回南;2;3;5;35003;0.0001428448990086564
FlowUs息流;116;290;406;35003;0.0115990057995029
大白说DBTalk;1;3;4;35003;0.00011427591920692512
VonXXGhost;2;9;11;35003;0.0003142587778190441
请相信有光GGGGGGGGG;6;6;12;35003;0.00034282775762077534
日本旅游美食大收集;1;4;5;35003;0.0001428448990086564
新浪热点;3;11;14;35003;0.0003999657172242379
你们是谁啊有人知道吗;3;10;13;35003;0.00037139673742250665
中科大胡不归;12;47;59;35003;0.0016855698083021455
Lingomancy话术研;3;96;99;35003;0.0028283290003713966
Lingomancy话术研;2;27;29;35003;0.0008285004142502071
西府南栀;1;2;3;35003;8.570693940519383e-05
绝不在图数据摆烂;1;1;2;35003;5.713795960346256e-05
廷祐JungWoo_Jungvely;4;213;217;35003;0.006199468616975688
廷祐JungWoo_Jungvely;4;118;122;35003;0.003485415535811216
齐鲁晚报;1;4;5;35003;0.0001428448990086564
从生中来;1;1;2;35003;5.713795960346256e-05
中国电子报社;8;8;16;35003;0.0004571036768277005
kmrk_xux_;1;3;4;35003;0.00011427591920692512
普通网友潘先生;2;6;8;35003;0.00022855183841385024
锤子智能玩;1;1;2;35003;5.713795960346256e-05
快乐肥宅小华;3;25;28;35003;0.0007999314344484758
Shytinex;2;43;45;35003;0.0012856040910779077
沉寒萧;1;4;5;35003;0.0001428448990086564
篮球哔哔机;6;68;74;35003;0.0021141045053281148
