一级评论;实际爬取到的二级评论内容;单条评论情绪值;信任度指数1;正向情绪最大绝对值;负向情绪最大绝对值;情绪极性差值;信任度指数2;一级评论账号的粉丝数;信任度指数4;信任度值;归一化信任度值
看起来很厉害的样子;能帮写材料！;0.4174354709012571
-----;------;------;0.0;0.4174354709012571;;0;1.0;330;3.733166811468289e-05;0.40000746633362294;0.6754680891517536
都抵制，只是文手人下人的一生nbcs;[跪了][跪了][跪了];-0.2070192687772281
-----;------;------;0.0;;-0.2070192687772281;0;1.0;1034;0.00011697256009267304;0.40002339451201857;0.6754949860902613
6;？[泪][泪][泪][泪];0.9997988353934002
-----;------;------;0.0;0.9997988353934002;;0;1.0;329;3.721854184766869e-05;0.40000744370836955;0.675468050945875
推荐notion。http://t.cn/RtAS4Mu;Σ(ﾟдﾟ)待我细细探索一番！[奋斗];0.9987614277106585
-----;------;------;0.0;0.9987614277106585;;0;1.0;1170;0.00013235773240660294;0.40002647154648135;0.6755001820897456
真正的ai：天网;真正的画师失业(物理);-0.26665907830386715
-----;------;------;0.0;;-0.26665907830386715;0;1.0;251;2.8394693020561832e-05;0.4000056789386041;0.6754650708873472
请问博主买的是什么卡;回复@李元霸的风险指南:感谢分享。;0.3834801035258202
请问博主买的是什么卡;306012G;0.0
-----;------;------;0.1917400517629101;0.3834801035258202;0.0;0;1.0;110;1.2443889371560961e-05;0.4766985094830383;0.8049715527895672
搞了记得拉我[舔屏];我还在等人能不能给我白嫖个。。。[笑cry][笑cry][笑cry];0.5602809486181117
-----;------;------;0.0;0.5602809486181117;;0;1.0;23;2.6019041413263827e-06;0.4000005203808283;0.6754563599470351
上上节课我导让我们试试midjourney开拓一下思路，上节课我跟她说可是它跑出来好丑[可怜]然后我导看了她说没关系虽然它是obviouslyuglybutalsoveryinspiring[可怜];笑死我了丝毫不避讳的说它extremlyugly;-0.3791476705341481
-----;------;------;0.0;;-0.3791476705341481;0;1.0;1703;0.00019265403272516652;0.40003853080654506;0.6755205458230191
没有！;大小王是吧铁剑！;0.9170829115736006
没有！;[顶];0.09803921568627394
-----;------;------;0.4095218479436633;0.9170829115736006;;0;1.0;46;5.203808282652765e-06;0.5638097799391218;0.9520710155517862
gpt是不是需要翻墙吗;API;0.0
-----;------;------;0.0;0.0;0.0;0;1.0;140;1.5837677381986678e-05;0.40000316753547643;0.6754608300348269
这个比喻很有趣，可惜通常情况下狗不被认可为作品的拥有者，所以这也能折射出用ai绘画/写作的使用者那种优越感是怎么冒出来的了。[开学];换成另一个极端的情况人们一个拥有丰富自动拼图功能的绘画软件但是却说图是自己拼的从拼图软件到狗人类的优越感永远不会消失不过如果真是狗会画画了那就是整个人类世界要面临的问题了谁先变成前浪还不一定呢;0.9994234972357559
-----;------;------;0.0;0.9994234972357559;;0;1.0;289;3.269349116710107e-05;0.40000653869823344;0.6754665227107326
说的很好，如果你的语言可以……嗯……我会忍不住为你鼓掌的;回复@翻转王座:哈哈，你开心就好，你的文章，你自己做主;0.9628565948084287
说的很好，如果你的语言可以……嗯……我会忍不住为你鼓掌的;回复@Mu亦冉:我觉得没有必要对这种东西委婉;0.07720734006222352
说的很好，如果你的语言可以……嗯……我会忍不住为你鼓掌的;回复@翻转王座:委婉一点?嗯……;0.9092842158022003
说的很好，如果你的语言可以……嗯……我会忍不住为你鼓掌的;可以啥？;0.052465563615616606
-----;------;------;0.4361162916355407;0.9628565948084287;;0;1.0;0;0.0;0.5744465166542163;0.9700326208428304
不太明白为何国内的访问学者和学生总认为本科生不如硕士硕士不如博士鄙视自费生不看真实的个人水平只看级别非要把人分成三六九档本科生硕士生博士生都可能有改变学科和世界的originalidea水平根本不因级别而论;因为国内本科教育是这样的。你本科生大概率真不如硕博生;0.8680408885083966
不太明白为何国内的访问学者和学生总认为本科生不如硕士硕士不如博士鄙视自费生不看真实的个人水平只看级别非要把人分成三六九档本科生硕士生博士生都可能有改变学科和世界的originalidea水平根本不因级别而论;回复@bonvoyageckg:高考筛选的是做题家不是有创新能力的专才;0.9380756070217768
不太明白为何国内的访问学者和学生总认为本科生不如硕士硕士不如博士鄙视自费生不看真实的个人水平只看级别非要把人分成三六九档本科生硕士生博士生都可能有改变学科和世界的originalidea水平根本不因级别而论;可能与国内选拔方式有关。与高考相比，当年就读时所见硕博的录取确实有点。。。泥沙俱下。;0.9120217729492921
-----;------;------;0.028902099622554113;0.9380756070217768;;0;1.0;60;6.787576020851433e-06;0.41156219736422583;0.6949798551731264
科研理想的模样[抱一抱];[求关注];0.3944144440334325
-----;------;------;0.0;0.3944144440334325;;0;1.0;113;1.2783268172603533e-05;0.40000255665363454;0.6754597984761057
又可以copy了[doge];回复@向A8冲刺:国外真的还是很注重边缘人，从出行到对弱势群体的研究真的做的好;0.9025104950923399
又可以copy了[doge];想多了，国内公司没人在乎这些边缘群体[doge];0.1887118804216994
-----;------;------;0.35689930733532027;0.9025104950923399;;0;1.0;427;4.830491601505937e-05;0.5427693839173311;0.9165413885023209
对！对精准度要求很高的工作，对AI还是有很大挑战。医学影像AI精确度有的已经达到99%，但是1%的病人误诊就是很严重的后果;回复@Kaikayu:人还可以赔钱[笑cry];-0.5983106788125192
对！对精准度要求很高的工作，对AI还是有很大挑战。医学影像AI精确度有的已经达到99%，但是1%的病人误诊就是很严重的后果;回复@小牛汪汪:重点是人可以坐牢[二哈];0.14892914028424764
对！对精准度要求很高的工作，对AI还是有很大挑战。医学影像AI精确度有的已经达到99%，但是1%的病人误诊就是很严重的后果;回复@小牛汪汪:是，至少目前的AI还没法让人完全撤出;-0.7434245261401262
对！对精准度要求很高的工作，对AI还是有很大挑战。医学影像AI精确度有的已经达到99%，但是1%的病人误诊就是很严重的后果;等一下那人工精确度多少。。我觉得平时在医院拍的片子每次拍发生漏诊的概率在50％以上;0.6236844542267994
对！对精准度要求很高的工作，对AI还是有很大挑战。医学影像AI精确度有的已经达到99%，但是1%的病人误诊就是很严重的后果;回复@晓晖000:人的准确度不是百分之百，不过，多几个有经验的医生看一看，应该可以降低错误率，所以这样的工作还是需要humanintheloop;-0.38147903025312835
对！对精准度要求很高的工作，对AI还是有很大挑战。医学影像AI精确度有的已经达到99%，但是1%的病人误诊就是很严重的后果;影像科医生的精确度是不是达不到99%[二哈];0.2519566871375418
-----;------;------;0.4915071620581848;0.6236844542267994;-0.7434245261401262;1.3671089803669256;0.3164455098165372;168;1.9005212858384014e-05;0.3231848697924605;0.5457424793651211
最后一点很重要;至少目前还远远不能;-0.23258784448880143
-----;------;------;0.0;;-0.23258784448880143;0;1.0;785;8.88041196061396e-05;0.40001776082392126;0.6754854728264993
感觉gpt是个自然语言interface，以后对接什么知识就可以学什么。现在plugin已经是个雏形了;目前的GPT对接的对象不是知识，而是语言生成模型。语言模型是模糊的，而知识需要精准。当然我也保持open，说不定很快就有人能把二者结合起来。;0.9999987783409787
-----;------;------;0.0;0.9999987783409787;;0;1.0;265;2.9978460758760498e-05;0.4000059956921518;0.6754656057696471
准确这事，AI可以做到远超人类;我是在想，如何训练AI画出牛顿那种插图;0.9645528623433846
-----;------;------;0.0;0.9645528623433846;;0;1.0;128;1.4480162177816392e-05;0.4000028960324356;0.6754603715642842
[笑cry]什么时候有生成图片功能的我都不知道;回复@王一快:谢谢;0.8383974317416851
[笑cry]什么时候有生成图片功能的我都不知道;在写作猫“实验室”里，和对话写作猫放在一起的“秘塔捉捉猫”;0.8161054731910082
-----;------;------;0.011145979275338447;0.8383974317416851;;0;1.0;5622521;0.6360548119388937;0.5316693540979142;0.8977974485444712
是的….寒假的时候用了一下，发现找的文献都是编的，有点无语;因为gpt不联网呀，gpt更擅长编故事，newbing查资料和总结文献的能力比较强，不过最近gpt也开始开放联网查询了，只是要进waitlist等（btw不过早就有人做了联网的gpt了;-0.7429428112334242
是的….寒假的时候用了一下，发现找的文献都是编的，有点无语;回复@达尼林斯:最近刚好在弄论文，准备用一下，自己写的论文自己都看不下去了;-0.012531470225796149
是的….寒假的时候用了一下，发现找的文献都是编的，有点无语;润色文章还可以，只能这样了，笨笨的ai;-0.9605972684179289
-----;------;------;0.4054768040367248;;-0.9605972684179289;0;1.0;879;9.943798870547351e-05;0.562210609212431;0.9493705939699442
查阅资料确实一般，之前我问某某领域研究现状，结果答非所问[允悲];还有进步空间;0.16627084843282014
-----;------;------;0.0;0.16627084843282014;;0;1.0;124;1.4027657109759629e-05;0.400002805531422;0.6754602187407699
想要请教一下如果把自己写的文章放进去让它修改语法错误，或者替换一些不太地道的表达（当成grammarly之类的软件的用法），会被杂志判定为ai写作或者学术不端吗;回复@达尼林斯:好吧，那现在还是不太敢用[允悲];0.4444590743514454
想要请教一下如果把自己写的文章放进去让它修改语法错误，或者替换一些不太地道的表达（当成grammarly之类的软件的用法），会被杂志判定为ai写作或者学术不端吗;回复@用户吃菠萝:确实会有这个顾虑;0.31466802531780913
想要请教一下如果把自己写的文章放进去让它修改语法错误，或者替换一些不太地道的表达（当成grammarly之类的软件的用法），会被杂志判定为ai写作或者学术不端吗;之前试用的时候感觉比grammarly啥的改的好，但是又担心把内容输入进去就被记录，把内容泄漏了或者怎样的，就不太敢用[允悲];-0.2572458307559353
想要请教一下如果把自己写的文章放进去让它修改语法错误，或者替换一些不太地道的表达（当成grammarly之类的软件的用法），会被杂志判定为ai写作或者学术不端吗;不会吧！！！为什么会呢，很多高档次的杂志社不也有润色服务吗[666]，比如ACS都有;-0.29554490539651757
-----;------;------;0.3314507390814533;0.4444590743514454;-0.29554490539651757;0.740003979747963;0.6299980101260185;8;9.050101361135245e-07;0.38457968068501597;0.6494161332034717
钱少是因为出版社预判到你会用AI写[笑cry];有可能出版社问了AI，AI说汪老师有可能用AI写，随便给点得了;-0.3091052061985957
-----;------;------;0.0;;-0.3091052061985957;0;1.0;23;2.6019041413263827e-06;0.4000005203808283;0.6754563599470351
[爱你][爱你][爱你];我只是犯了所有女人都会犯的错[左哼哼][左哼哼][左哼哼]并且这是可以理解的;0.44096857411204327
-----;------;------;0.0;0.44096857411204327;;0;1.0;203;2.2964632203880683e-05;0.4000045929264408;0.6754632370051763
张云雷就证明这这点;张就是一些专业相声演员和老听众不认可，但粉丝认可。;0.9794726793764739
张云雷就证明这这点;什么意思。AI写段子超过某些人吗？;-0.3268684128013961
-----;------;------;0.653170546088935;0.9794726793764739;-0.3268684128013961;1.30634109217787;0.346829453911065;1;1.1312626701419056e-07;0.4000000226252534;0.6754555194177068
是哪个app呀[憧憬];回复@狐狐狐狐狐妖:好滴[打call]谢谢～;0.9999975745732852
是哪个app呀[憧憬];写作蛙小程序;0.44858102452971504
-----;------;------;0.2757082750217851;0.9999975745732852;;0;1.0;117;1.3235773240660296e-05;0.5102859571633622;0.8616886168785429
真棒，我离垃圾桶又近了一步[奋斗]...真的写的很好;哈哈哈哈哈这个留着写年度总结;0.6419356916034165
-----;------;------;0.0;0.6419356916034165;;0;1.0;504;5.701563857515204e-05;0.40001140312771505;0.6754747369746233
您好，我想咨询下如何删除已经同步，或者说已经在网上备份的文件？因为本地的是最新的，想要把网上的删掉重新上传。;回复@eDiary-电子日记本:收到收到，非常感谢，已经处理了。ediary已经用了好多年了，一直用这个写日记，真的是非常感谢，非常方便。;-0.6073802609456938
您好，我想咨询下如何删除已经同步，或者说已经在网上备份的文件？因为本地的是最新的，想要把网上的删掉重新上传。;点击菜单“工具->云端数据管理”。;-0.3505648888017643
您好，我想咨询下如何删除已经同步，或者说已经在网上备份的文件？因为本地的是最新的，想要把网上的删掉重新上传。;点击菜单工具云端数据管理。;-0.22276503573314077
-----;------;------;0.15993603210141014;;-0.6073802609456938;0;1.0;0;0.0;0.46397441284056407;0.7834851507379965
一下子就高级了;[允悲];0.9459634540755057
-----;------;------;0.0;0.9459634540755057;;0;1.0;2263407;0.256050784643788;0.45121015692875766;0.7619309341899463
请问，升级到4几天后，又退回到3，使用4那几天的日记，不能导入到3里，并且不能打开了，请问有啥解决办法吗;回复@eDiary-电子日记本:现在就算安装4，那几天的日记也无法导入了，显示不是标准日记格式，这种有解决办法吗。操作如下（1）一直用3，升级4写了几天发现不好用，（2）想回退3，回退后发现使用4的几天日期无法导入，（3）又升级到4，此时那几天日记也无法兼容4的版本了，提示不是标准日记格式;-0.9999999999819522
请问，升级到4几天后，又退回到3，使用4那几天的日记，不能导入到3里，并且不能打开了，请问有啥解决办法吗;抱歉无法反向兼容。您可以在4.x里导出为多个rtf文件，然后再在3.x中导入。;-0.6493641968352879
-----;------;------;0.17531790157333216;;-0.9999999999819522;0;1.0;10;1.1312626701419055e-06;0.47012738688186695;0.7938753008428768
今天终于找到保存日记本的U盘了，然后更新了新版本，还是可以独立保存，走哪带哪吧？;可以的。;0.052465563615616606
-----;------;------;0.0;0.052465563615616606;;0;1.0;668;7.55683463654793e-05;0.4000151136692731;0.6754810027387075
请问“阅读”视图的字号大小能设置吗;目前不能设置。;-0.5673101533841112
-----;------;------;0.0;;-0.5673101533841112;0;1.0;154;1.7421445120185348e-05;0.40000348428902405;0.6754613649171267
请问郝总，密码忘记了怎么办？20多年的日记了，打不开太可惜;请加我微信haoxingeng;-0.2668529231059682
-----;------;------;0.0;;-0.2668529231059682;0;1.0;0;0.0;0.4;0.6754554812118282
有一段时间没用了，现在只能打开某一个日记本吗[泪][泪][泪]，不记得日记名了咋整，进不去[泪][泪][泪];是的，数据都存在本地的某个文件里。文件的后缀名为.edf，需要找到这个文件才能打开。;-0.5188415258184444
-----;------;------;0.0;;-0.5188415258184444;0;1.0;158;1.7873950188242107e-05;0.4000035747900377;0.675461517740641
请问会员价格目前还是前500范围内吗？不知道自己注册时候有没有超过500名，付款不知道该付多少[允悲];感谢！[心];0.710194253818635
-----;------;------;0.0;0.710194253818635;;0;1.0;423;4.7852410947002605e-05;0.40000957048218944;0.6754716422984599
想请教一下，在文档中可以实现双击文本后自动高亮相同内容么？;抱歉目前不支持。;-0.6060793413090391
-----;------;------;0.0;;-0.6060793413090391;0;1.0;1;1.1312626701419056e-07;0.4000000226252534;0.6754555194177068
Windows7有严重BUG，我前段时间发你邮箱了，好像你没看到;好的，谢谢！;0.43458174349783985
-----;------;------;0.0;0.43458174349783985;;0;1.0;13;1.4706414711844774e-06;0.40000029412829424;0.6754559778882495
chatgpt吧或者notionai;谢谢！我去试试[送花花];0.8120880345020749
-----;------;------;0.0;0.8120880345020749;;0;1.0;2;2.2625253402838112e-07;0.4000000452505068;0.6754555576235853
我至今对贾平凹那篇《泉》怨念不已，因为当时是完全没看懂……;回复@会当投水三千里:那篇还行，就是老家树被砍了，作者很伤感，但是小儿子说树桩像泉眼，顿悟了生生不息什么的……;0.9992531382917149
我至今对贾平凹那篇《泉》怨念不已，因为当时是完全没看懂……;我不记得有没有看过，但我觉得如果专门搜来看有极大概率会血压升高所以决定不去看……;-0.30588111759255576
-----;------;------;0.6525671279421353;0.9992531382917149;-0.30588111759255576;1.3051342558842707;0.34743287205786466;14;1.5837677381986678e-06;0.40000031675354764;0.675456016094128
你试了嘛，如何[doge];回复@Shuisez:稳妥，水字数神器了;-0.9021838949711722
你试了嘛，如何[doge];一天5000不是梦;0.22277248420450224
-----;------;------;0.5624781895878372;0.22277248420450224;-0.9021838949711722;1.1249563791756745;0.43752181041216276;85;9.615732696206198e-06;0.40000192314653926;0.6754587287115059
不用怕，怕也没用;回复@晨飒-飞扬:如果是刘慈欣的《诗云》，是用整个太阳系制造成电脑，然后把所有可能性写出来，最后发现无法检索;0.9994705516483477
不用怕，怕也没用;回复@晨飒-飞扬:反正我是不喜欢看AI写出来的[二哈];0.4588379976193706
不用怕，怕也没用;回复@晨飒-飞扬:大刘的《诗云》？;0.9259595846124693
