label;一级评论;真实二级评论数;真实点赞数;边数;最大边数;集群密度
649;捕捉一只野生猴;1;0;1;159059;6.28697527332625e-06
651;PLUTO想和你回家蒋文旭;1;0;1;159059;6.28697527332625e-06
655;阿芙乐尔;1;1;2;159059;1.25739505466525e-05
658;是时宜啊词庸刘卷卷（增肌版本）麻辣烫不要辣vivere;1;0;1;159059;6.28697527332625e-06
662;梦惜苦瓜一张酒心悦悦胡茬猫猫头大树撅锤子半月欣辰;3;0;3;159059;1.886092581997875e-05
666;芳心消防员;1;0;1;159059;6.28697527332625e-06
669;咸菜疙瘩汤;1;0;1;159059;6.28697527332625e-06
671;小鱼咕噜噜栀栀蜂蜜小蛋糕;1;0;1;159059;6.28697527332625e-06
673;中考可以带吗;6;77;83;159059;0.0005218189476860788
680;微薇安熠熠生辉的小太阳雪爱探险的Dora小羊失棉了好困芽;1;4;5;159059;3.143487636663125e-05
682;我草HGDec17法修史丹比特向左然后向右;2;1;3;159059;1.886092581997875e-05
685;爱罗;1;1;2;159059;1.25739505466525e-05
692;还是要比较用截止目前DeepL是用过最准确的，而且不用科学上网;22;225;247;159059;0.0015528828925115837
715;抱歉ChatGPT是目前最准的没有之一不会白痴翻译;17;18;35;159059;0.00022004413456641874
733;哈哈刚考上翻译专业就失业;12;49;61;159059;0.00038350549167290125
746;要钱么;5;14;19;159059;0.00011945253019319875
752;明天我试试dpt翻译效果怎么样;4;6;10;159059;6.28697527332625e-05
757;那我为什么不用gpt;3;6;9;159059;5.658277745993625e-05
761;DeepL在公司被公司网络禁了，而且是被北欧的总部禁的，离了个大谱。;2;5;7;159059;4.400882691328375e-05
764;想要这个AI翻译软件的，可以在评论区留言AI翻译获取;5;0;5;159059;3.143487636663125e-05
770;其实我觉得谷歌翻译不错;1;2;3;159059;1.886092581997875e-05
773;马上就收费;2;0;2;159059;1.25739505466525e-05
801;这属于CAT还是啥;1;0;1;159059;6.28697527332625e-06
804;miki踩一踩试一下;1;0;1;159059;6.28697527332625e-06
818;最好用的翻译软件是百度翻译，不用杠，事实如此，可以到哔哩哔哩看对比。没错，百度很垃圾，但翻译方面吊打DeepL，后者纯粹盛名之下。;3;6;9;159059;5.658277745993625e-05
826;免费吗？;1;0;1;159059;6.28697527332625e-06
854;要有个耳机戴在耳朵上就能实现同声翻译，然后又能马上把我说的话翻译出去就好，这软件那软件的，不方便。;1;0;1;159059;6.28697527332625e-06
858;我待会儿就去试试，我这里刚好有一个句子，很多软件翻译都不行，甚至中文版的书翻译得都不准确。;1;0;1;159059;6.28697527332625e-06
862;能实时翻译嘛;1;0;1;159059;6.28697527332625e-06
865;Nero;1;0;1;159059;6.28697527332625e-06
873;OREObb;1;0;1;159059;6.28697527332625e-06
879;中国人制造的话，不会免费的;3;1;4;159059;2.5147901093305e-05
883;还是百度翻译最牛逼，能打败所有国外的翻译;1;1;2;159059;1.25739505466525e-05
885;chatgpt翻译很好;1;1;2;159059;1.25739505466525e-05
929;在哪下载;2;0;2;159059;1.25739505466525e-05
932;怎么下载;1;0;1;159059;6.28697527332625e-06
935;理论上讲，只要数据库足够庞大，这个职业迟早消失面对现实吧;68;89;157;159059;0.0009870551179122214
1004;现在的gpt4就至少能碾压你了;19;39;58;159059;0.0003646445658529225
1025;高端翻译还是不能的;1;18;19;159059;0.00011945253019319875
1027;你可能很懂翻译，但不太懂ai;4;7;11;159059;6.915672800658876e-05
1033;会代替绝大多数的商用、技术翻译;9;0;9;159059;5.658277745993625e-05
1043;人工智能没有娜塔莉老师颜值这么高;2;9;11;159059;6.915672800658876e-05
1046;人工智能目前中文差得远，断句，顺序它都搞不清;2;6;8;159059;5.029580218661e-05
1050;ChatGPT特别是gpt4是绝对没问题可以取代专八程度以下的英语翻译的，你去用了就知道了。特别是汉译英，甚至是古文，你在这里反驳也只是为了卖你的课，拿文心一言举例不觉得好笑吗？把不懂的人往坑里带，你可真行;11;7;18;159059;0.0001131655549198725
1063;Trados上个世纪就能实现现在chatgpt的翻译功能了，现在不还是得依赖人工不过普通高校的英专生确实要被淘汰了;1;2;3;159059;1.886092581997875e-05
1089;车水马龙的确翻译不出来，机器人，体验不出这个场景。Bestlingwithactivityandcrowdedwithpeopleandvehicles。;1;0;1;159059;6.28697527332625e-06
1092;贩卖焦虑AI能取代一堆东西，不能因为将来有可能怎么样的可能性而就不做了自然语言未来也是有可能被AI取代的，多久呢？谁知道AI要是能取代自然语言的话，那肯定先取代了计算机语言，计算机语言逻辑性、严谨度、都比自然语言更规则，能取代自然语言的话那代替计算机语言小菜一碟那么计算机语言就不学了吗？？;1;1;2;159059;1.25739505466525e-05
1102;看我最近视频，它是语言模型，不管是中文还是英语能力，都已经远远超过一般人了;1;0;1;159059;6.28697527332625e-06
1122;小黄子这个老师的颜值好绝啊，感觉这张脸就是天生有英语天赋的;2;0;2;159059;1.25739505466525e-05
1127;20年前，围棋职业玩家对ai不屑一顾，现在吊打职业棋手，人类社会这几千年的文化，ai未来可能只需要一个小时就能全部吸收，甚至现在早已达到这种水平了，ai已经开始出现思维，未来翻译这种行业在ai眼中都是小儿科;1;1;2;159059;1.25739505466525e-05
1129;能把chat念成雀特，你应该不难被代替;1;0;1;159059;6.28697527332625e-06
1132;别说能不能，已经可以取代90以上的翻译了;1;0;1;159059;6.28697527332625e-06
1138;这些都不是事要知道现在GPT还在早期。现在不完全能，不久就能了。刚才试了一下车水马龙，ChatGPT译为bustlingwithtrafficandpeople。这还是GPT35;2;0;2;159059;1.25739505466525e-05
1144;老师我想问一下timeonlypassingwhenwetakingphotos该怎么翻译呀;1;0;1;159059;6.28697527332625e-06
1152;篇章类以后肯定能实现的;1;0;1;159059;6.28697527332625e-06
1178;什么叫ai先了解清楚最先淘汰的就是翻译;3;0;3;159059;1.886092581997875e-05
1198;那是因为百度的翻译辣鸡，换chatgtp翻译试试;1;0;1;159059;6.28697527332625e-06
1200;Chatgpt有一天有了意识后也许都会替代人类的存在，更别说代替人类的翻译，今天他的回答设想一下如果是有意识的说慌，你怕不怕。更何况刚出来的时候就已经有了给出错误答案，然后经过交流更正答案的先例，chatgpt是算力支撑，硬件科技发展决定算力发展，恐龙几亿年的地球主宰都有消逝的一天，才有了人类的崛起，你都敢说这么肯定的观点。看看宇宙你才只知道自己渺小，别做123的预测;1;0;1;159059;6.28697527332625e-06
1209;刚被割韭菜了200;4;3;7;159059;4.400882691328375e-05
1215;是不是也要充钱的？;1;0;1;159059;6.28697527332625e-06
1226;准确度怎么样;1;0;1;159059;6.28697527332625e-06
1232;AI这么优秀了，能把英语从高考中取消吗？选修也行;117;1777;1894;159059;0.011907531167679918
1350;赶紧取消英语高考吧，教育必须与时俱进;61;785;846;159059;0.005318781081234007
1412;所以为什么要高考英语，你知道英语偏科导致上不了好大学会影响一个人一辈子的。;90;418;508;159059;0.003193783438849735
1503;达摩院只打磨，不出品;18;130;148;159059;0.000930472340452285
1522;英语马上要踢出中小学的课本了把英语课留给传统文化课多好呀;13;127;140;159059;0.000880176538265675
1536;钉钉里面好像可以翻译;8;102;110;159059;0.0006915672800658875
1545;机器永远无法代替人工翻译。语言系统远比计算机复杂。;72;51;123;159059;0.0007732979586191288
1619;英语已经没有学习的必要了，可以作为选修;1;36;37;159059;0.00023261808511307124
1621;我一个国际同传的朋友，始终不信AI的速度，我要把这个发给她看;1;28;29;159059;0.00018232228292646124
1623;科大讯飞已经做的很好了，为什么不能合作非要另起炉灶呢？浪费资源;14;20;34;159059;0.0002137571592930925
1638;讯飞浪费了多好的领先机会。如今阿里搞了，那就不一样了阿里的推广资源不是一般的强;1;15;16;159059;0.00010059160437322
1641;学外语的出路越来越窄。。。;1;10;11;159059;6.915672800658876e-05
1644;建议把英语降为副课分数降低;1;8;9;159059;5.658277745993625e-05
1647;马云，又把汉语的国际地位提高了以后全世界都必须学会普通话;1;8;9;159059;5.658277745993625e-05
1705;？？？讯飞不是很早就商用了吗，谷歌在youtube上不是也很早就商用了嘛？？不是一个东西？？？;1;1;2;159059;1.25739505466525e-05
1711;和AI啥关系？;1;0;1;159059;6.28697527332625e-06
1727;未来每个手机都装有一个实时翻译机，还要学英语做什么？;1;1;2;159059;1.25739505466525e-05
1734;有方言版的没？;3;0;3;159059;1.886092581997875e-05
1812;科技到这一步了是时候解救一下我们的孩子，不要牺牲在英语那里，而是加大传统文化、语文的教育;1;3;4;159059;2.5147901093305e-05
1827;取消英语必修吧;1;1;2;159059;1.25739505466525e-05
1848;翻译需要网络吗;1;0;1;159059;6.28697527332625e-06
1860;你去试试，简单的日常的可以，真涉及一点点专业的语言就翻译的南辕北辙。;1;1;2;159059;1.25739505466525e-05
1863;同声传译要有危机了;1;2;3;159059;1.886092581997875e-05
1867;取消英语高考吧;1;0;1;159059;6.28697527332625e-06
1869;未来这个东西会变成耳机。;1;1;2;159059;1.25739505466525e-05
1871;翻译好失业了;1;0;1;159059;6.28697527332625e-06
1877;翻译官要失业了;1;0;1;159059;6.28697527332625e-06
1921;学英语有啥用;1;0;1;159059;6.28697527332625e-06
1966;请问这个比科大讯飞的厉害吗？;7;0;7;159059;4.400882691328375e-05
1975;翻译要失业了;1;0;1;159059;6.28697527332625e-06
1989;是科大讯飞提供支持的吗？;1;1;2;159059;1.25739505466525e-05
2010;啥事候量产;1;0;1;159059;6.28697527332625e-06
2018;语言除了工具作用还有文化涵养，多学学了解些文化也是不错的。;1;0;1;159059;6.28697527332625e-06
2024;YouTube实时翻译不是早就有了吗虽然不是特别准;1;0;1;159059;6.28697527332625e-06
2029;讯飞要凉;2;1;3;159059;1.886092581997875e-05
2037;YouTube多少年前都一直都有的技术吧;1;0;1;159059;6.28697527332625e-06
2047;人工翻译会慢慢的变成稀有工种;1;0;1;159059;6.28697527332625e-06
2054;这么厉害翻译个印度英语试试？;1;0;1;159059;6.28697527332625e-06
2057;以后编程估计都是中文版本了;1;0;1;159059;6.28697527332625e-06
2060;对于不懂英文的人，如果翻译错了，造成损失，谁来负责？建议禁用;1;1;2;159059;1.25739505466525e-05
2062;英语专业学生：我很凌乱我特么心态崩了呀;3;0;3;159059;1.886092581997875e-05
2068;支持把基础医学加入高考;1;0;1;159059;6.28697527332625e-06
2072;能开放给个人使用吗？;2;0;2;159059;1.25739505466525e-05
2100;给它念文言文和古诗词，让它翻译;2;0;2;159059;1.25739505466525e-05
2129;您好，请问有这样的设备售卖么？还是只有钉钉上有这个？;4;0;4;159059;2.5147901093305e-05
2164;5g出来估计会更快;3;1;4;159059;2.5147901093305e-05
2304;讯飞不一样嘛;1;0;1;159059;6.28697527332625e-06
2318;阿添啊仔仔，这和你们那个软件差不多诶;1;0;1;159059;6.28697527332625e-06
2347;手机不就有吗;1;0;1;159059;6.28697527332625e-06
2407;可以翻译日语吗;1;0;1;159059;6.28697527332625e-06
2444;学英语干嘛;3;0;3;159059;1.886092581997875e-05
2462;碰到有口音的也就蹦了;1;0;1;159059;6.28697527332625e-06
2496;哪个软件;1;0;1;159059;6.28697527332625e-06
2504;真的好。以后我儿子不用死命学英语了多学学国学学什么英文md;1;0;1;159059;6.28697527332625e-06
2513;所以没必要学英语了;1;0;1;159059;6.28697527332625e-06
2518;记得二十年前有人说计算机永远赢不了人类;1;0;1;159059;6.28697527332625e-06
2526;这得现场用一台专用服务器才能做到快速翻译，否则靠网络传输，5G也够呛，样子货民用普及很难;1;0;1;159059;6.28697527332625e-06
2531;学英语的要失业了;1;0;1;159059;6.28697527332625e-06
2533;红茶妹妹;2;0;2;159059;1.25739505466525e-05
2536;Iamamazedbytheprogressofscienceandtechnology;1;0;1;159059;6.28697527332625e-06
2563;翻译和英语专业更没什么用了;9;4;13;159059;8.173067855324126e-05
2573;翻译了下载链接一直失效。。。实测;1;1;2;159059;1.25739505466525e-05
2575;哈哈我用过;1;0;1;159059;6.28697527332625e-06
2577;收费吗？;1;0;1;159059;6.28697527332625e-06
2579;谢谢;1;0;1;159059;6.28697527332625e-06
2581;免费吗;1;1;2;159059;1.25739505466525e-05
2583;已收藏;1;1;2;159059;1.25739505466525e-05
2586;请问有更专业的翻译软件吗？收费也可以的。;1;0;1;159059;6.28697527332625e-06
2588;DeepL用多了会弹出来付费吧亲;1;0;1;159059;6.28697527332625e-06
2590;文档需要收费，而且只在日本和新加坡使用，翻译文档的撤吧;1;0;1;159059;6.28697527332625e-06
2592;这是限流了。;7;28;35;159059;0.00022004413456641874
2600;出国人员的福音;2;23;25;159059;0.00015717438183315626
2603;高中英语等外语考试还有必要吗？;4;11;15;159059;9.430462909989374e-05
2608;科大讯飞？;1;22;23;159059;0.00014460043128650376
2610;听日语不错;4;1;5;159059;3.143487636663125e-05
2617;我落伍了第一次听说;1;2;3;159059;1.886092581997875e-05
2620;能翻译少数民族语言吗，我有个傻子邻居他总是用少数民族语言骂我;1;1;2;159059;1.25739505466525e-05
2641;卫生问题怎么解决？我是不会戴别人戴过的耳机;1;0;1;159059;6.28697527332625e-06
2657;ai翻译是不错，但是抖音的视频博主用的ai音，还是算了吧;3;4;7;159059;4.400882691328375e-05
2661;0;2;2;4;159059;2.5147901093305e-05
2664;不错不错;3;6;9;159059;5.658277745993625e-05
2669;0;2;3;5;159059;3.143487636663125e-05
2675;中国科技碾压西方时，那些流氓国家就会耍流氓，不交专利费了;5;11;16;159059;0.00010059160437322
2681;翻译工具只是过渡，最终全球都将会说中文取消英语主科势在必行。在我们国家做生意就必须使用中文;1;9;10;159059;6.28697527332625e-05
2685;xxxx是啥能不能说清楚一点;1;0;1;159059;6.28697527332625e-06
2687;从头到尾就一直在琢磨“哔”掉的是啥，哪位好心的大哥告诉我一下本期内容是啥？;1;0;1;159059;6.28697527332625e-06
2689;chatgpt自动化;1;0;1;159059;6.28697527332625e-06
2691;我十年苦读英语价值几百元？;1;0;1;159059;6.28697527332625e-06
2707;华为的AI字幕也挺好;13;61;74;159059;0.0004652361702261425
2721;收费，可以撤了;1;90;91;159059;0.0005721147498726888
2723;下次看直播可以试试;10;21;31;159059;0.00019489623347311374
2734;翻译日文的时候会不会被记录到数据里面;4;17;21;159059;0.00013202648073985126
2739;没有字幕就翻译不了吧;3;9;12;159059;7.5443703279915e-05
2743;你这翻译网上很多软件都有，而且效果比你的好，当然你的也还行;4;4;8;159059;5.029580218661e-05
2748;直播实时翻译可以用吗;2;8;10;159059;6.28697527332625e-05
2751;花了19试了一下，不好用呀。;3;2;5;159059;3.143487636663125e-05
2755;主要是日语;1;7;8;159059;5.029580218661e-05
2759;好哥们来学习了;2;2;4;159059;2.5147901093305e-05
2762;我需要泰语;1;4;5;159059;3.143487636663125e-05
2789;Number娣;2;0;2;159059;1.25739505466525e-05
2799;Vivo自带有这个功能吗？;1;1;2;159059;1.25739505466525e-05
2809;千万别用特别垃圾，韩语压根翻译不出来;1;0;1;159059;6.28697527332625e-06
2815;垃圾软件，只能翻译字幕，不能语音实时翻译，有字幕翻译出来的还是乱七八糟;2;1;3;159059;1.886092581997875e-05
2818;中英日韩，精准识别，符合大众;1;2;3;159059;1.886092581997875e-05
2846;就喜欢这种长视频，一口气讲完，从不分集;3;6;9;159059;5.658277745993625e-05
2850;还有个媒帮派也挺牛的;1;6;7;159059;4.400882691328375e-05
2852;收费的，而且很多也是大空话作用不是很大，不过确实有提醒作用，大家别指望代替自己;1;5;6;159059;3.77218516399575e-05
2854;百度直接搜索写作猫帮你们节约命。;1;4;5;159059;3.143487636663125e-05
2857;20岁美艳小妈今天用了一下，一会儿就写了一篇交上去了;2;2;4;159059;2.5147901093305e-05
2860;goodpoint;1;1;2;159059;1.25739505466525e-05
2863;所以到底是哪个网站;2;1;3;159059;1.886092581997875e-05
2866;你好：怎么下载。是在电脑上下载吗？;2;0;2;159059;1.25739505466525e-05
2873;什么软件？;3;0;3;159059;1.886092581997875e-05
2878;你该试试gpt，不是一个维度的产物。;1;0;1;159059;6.28697527332625e-06
2885;？点哪里？;1;0;1;159059;6.28697527332625e-06
2887;怎么白屏？;1;0;1;159059;6.28697527332625e-06
2889;去了别的应用翻译不出来真无语;1;0;1;159059;6.28697527332625e-06
2891;苹果是否没这个功能;1;0;1;159059;6.28697527332625e-06
2903;苹果能用吗;2;0;2;159059;1.25739505466525e-05
2906;好都不好用;1;0;1;159059;6.28697527332625e-06
2908;苹果根本用不了;1;0;1;159059;6.28697527332625e-06
2912;我想学日语;1;2;3;159059;1.886092581997875e-05
2914;可以翻译日语吗？;1;1;2;159059;1.25739505466525e-05
2918;YouTube自带;2;1;3;159059;1.886092581997875e-05
2921;能不能把插件名字发出来;1;0;1;159059;6.28697527332625e-06
2923;没有B站吗;1;0;1;159059;6.28697527332625e-06
2939;战争间谍解密利器;78;4949;5027;159059;0.03160462469901106
3018;大家不要暴露我们的方言。军事密语靠大家保密;76;2527;2603;159059;0.01636499663646823
3095;我可以说这是台语吗？然后这人也是台湾的。台语和闽南语口音还是有差异的。;102;195;297;159059;0.0018672316561778963
3198;这个好吗？破解了我们的方言密码，以后万一需要隐秘对话时都一点办法没有;22;137;159;159059;0.0009996290684588737
3221;翻译领域最牛逼的不是讯飞吗;33;99;132;159059;0.000829880736079065
3255;不慌，闽南语一村一个调，只能适用录的人;20;90;110;159059;0.0006915672800658875
3276;未来碟工情报工作好难做了;4;125;129;159059;0.0008110198102590862
3281;啥时候翻译四川话;22;13;35;159059;0.00022004413456641874
3304;所以现在的科技学什么英语嘛;4;9;13;159059;8.173067855324126e-05
3311;不做粤语嘛？;2;0;2;159059;1.25739505466525e-05
3317;721s汽水泡泡Ni？？;1;0;1;159059;6.28697527332625e-06
3340;以前讲笑话，说打起仗来，用方言老外听不懂。现在可好了，啥啥都能翻译出来;1;3;4;159059;2.5147901093305e-05
3376;我看到了试用，是不是买回来还得充会员;7;24;31;159059;0.00019489623347311374
3384;高中用哪个？;8;0;8;159059;5.029580218661e-05
3393;我早就买了，孩子用着还挺开心的;2;5;7;159059;4.400882691328375e-05
3396;那个笔配套课需要另外收费吗？;2;1;3;159059;1.886092581997875e-05
3399;这要搭配他们自己的书用，还是任何书本都可以;1;1;2;159059;1.25739505466525e-05
3401;考试能带么？;1;1;2;159059;1.25739505466525e-05
3403;澳门书本可以用吗？;1;1;2;159059;1.25739505466525e-05
3405;啊？你有家庭有孩子了？那我不能继续爱你了，不能破坏了你家庭，不能影响了你孩子。;1;1;2;159059;1.25739505466525e-05
3408;这笔对字体有没有要求？？;1;0;1;159059;6.28697527332625e-06
3415;课文同步说免费6个月后期有费用费用是多少;1;0;1;159059;6.28697527332625e-06
3436;多少米啊？;1;0;1;159059;6.28697527332625e-06
3438;多少钱;1;0;1;159059;6.28697527332625e-06
3442;多少米;1;0;1;159059;6.28697527332625e-06
3444;买这个笔有书本吗;1;0;1;159059;6.28697527332625e-06
3448;多少钱;1;0;1;159059;6.28697527332625e-06
3450;摆烂大需要一个不;3;1;4;159059;2.5147901093305e-05
3454;怎么下载跟课程同步;1;0;1;159059;6.28697527332625e-06
3530;这个“试用”是买完这个产品后还要花钱？;1;0;1;159059;6.28697527332625e-06
3534;对儿童太实用了;1;0;1;159059;6.28697527332625e-06
3538;第一;1;0;1;159059;6.28697527332625e-06
3544;别的不知道，给你家孩子的仓鼠换个大点的笼子和跑轮吧;2;0;2;159059;1.25739505466525e-05
3548;要凉了;1;0;1;159059;6.28697527332625e-06
3557;一年级需要吗;1;0;1;159059;6.28697527332625e-06
3566;怎么下载;1;0;1;159059;6.28697527332625e-06
3568;怎么关闭呢;1;3;4;159059;2.5147901093305e-05
3573;0;1;0;1;159059;6.28697527332625e-06
3576;我手机咋没有;1;0;1;159059;6.28697527332625e-06
3584;有些小伙伴问有没有中文，逐行中文解释代码的视频发布了大家看一看;1;15;16;159059;0.00010059160437322
3586;我相信，下一步就是统一开发语言了。只要你输入自然语言，可以输出任何开发语言。;41;236;277;159059;0.0017414921507113712
3628;这个东西最好别用，毕竟你把代码传递给后台让人家解析，如果是极其核心的业务容易让人找出漏洞;10;87;97;159059;0.0006098366015126462
3639;这么神奇？给我编个chatgpt呗。;19;2;21;159059;0.00013202648073985126
3659;十刀一个月，估计没几个人舍得，但是是真的好用;6;3;9;159059;5.658277745993625e-05
3666;没有中文就算了不如我自己理解的快;2;11;13;159059;8.173067855324126e-05
3669;码农会很惨，不出两年;2;4;6;159059;3.77218516399575e-05
3672;准备找份保洁的工作;2;5;7;159059;4.400882691328375e-05
3675;我知道他说的不对还会问他吗;1;17;18;159059;0.0001131655549198725
3677;这感觉解释了个寂寞;2;3;5;159059;3.143487636663125e-05
3682;有没有中文;1;7;8;159059;5.029580218661e-05
3684;让它给我写下业务代码和系统架构，它行吗;1;1;2;159059;1.25739505466525e-05
3688;我最纯良牛逼;2;0;2;159059;1.25739505466525e-05
3694;前端先下岗，后端也快了，最后是美工;1;0;1;159059;6.28697527332625e-06
3702;你不懂的哀蕊课不懂，推给你;1;0;1;159059;6.28697527332625e-06
3708;检查访问时时出错，没有已注册的实例是什么意思啊;2;0;2;159059;1.25739505466525e-05
3719;收费的吧？;1;0;1;159059;6.28697527332625e-06
3721;我在想，如果我知道那个是对的，我又何必去问它呢？如果它的结果不是一定对，意义不大的;1;1;2;159059;1.25739505466525e-05
3725;怎么idea上没上线;1;0;1;159059;6.28697527332625e-06
3729;小白问一下怎么安装;1;0;1;159059;6.28697527332625e-06
3735;不能运行啊;1;0;1;159059;6.28697527332625e-06
3739;注释都不用写了;1;0;1;159059;6.28697527332625e-06
