发布者;真实一级评论数;真实点赞数;边数;最大边数;集群密度
AI研小生☆AI应用分享;130;484;614;192059;0.003196934275404954
Lemoooooooo;177;6551;6728;192059;0.0350309019624178
瓦力评测;30;469;499;192059;0.0025981599404349704
未来博物馆MoFA;38;515;553;192059;0.0028793235412034844
程序员鱼皮;292;11000;11292;192059;0.05879443296070478
程序员老张（22点～24点直播）;83;1375;1458;192059;0.007591417220749874
AI研小生☆AI应用分享;226;1558;1784;192059;0.009288812292056086
运维小陈;269;1439;1708;192059;0.00889310055764114
一分钟学Excel;100;1625;1725;192059;0.008981615024549748
一闪流溢;9;92;101;192059;0.0005258800681040721
Shiki实验室;57;585;642;192059;0.0033427228091367756
灯珑;5;137;142;192059;0.0007393561353542401
彬哥;2152;49000;51152;192059;0.26633482419464855
许乐电脑日记—神都洛阳;250;2913;3163;192059;0.01646889757834832
休康;50;1194;1244;192059;0.006477176284370948
it楠老师教java;2780;76000;78780;192059;0.4101864531211763
ChatGPT应用场景;6;393;399;192059;0.0020774866056784635
产品君;43;4048;4091;192059;0.021300746124888706
小智话不多;16;240;256;192059;0.0013329237369766583
永青读书;2;8;10;192059;5.2067333475650714e-05
AIGC研习社;4;40;44;192059;0.00022909626729286314
牛大AI元宇宙;4;46;50;192059;0.0002603366673782536
老麦的工具库;117;4689;4806;192059;0.02502356046839773
MILKYBEWICK;147;1149;1296;192059;0.006747926418444333
大左科普;20;185;205;192059;0.0010673803362508396
黑马程序员;6;151;157;192059;0.0008174571355677162
AI黑魔法;1;7;8;192059;4.165386678052057e-05
Sophia职场进阶;2;6;8;192059;4.165386678052057e-05
穿行者;2;21;23;192059;0.00011975486699399663
翠爷聊跨境汽配;157;522;679;192059;0.003535371942996683
AI冲浪者;1;1;2;192059;1.0413466695130143e-05
多功能小陈;1;11;12;192059;6.248080017078086e-05
AI冲浪者;1;1;2;192059;1.0413466695130143e-05
Windows;9;144;153;192059;0.0007966302021774559
亮;28;635;663;192059;0.0034520642094356424
阿杰爱科普℡～;10;49;59;192059;0.0003071972675063392
Ai影视;1;3;4;192059;2.0826933390260285e-05
ChatGPT应用场景;426;12000;12426;192059;0.06469886857684358
凯;4;10;14;192059;7.2894266865911e-05
小白教学;54;757;811;192059;0.004222660744875273
Ai 11社区-社长;9;215;224;192059;0.001166308269854576
逆风AIGC;3;42;45;192059;0.0002343030006404282
他山之石;1;12;13;192059;6.768753351834592e-05
浪里漂;1;9;10;192059;5.2067333475650714e-05
财经网精选;6;143;149;192059;0.0007758032687871956
工具鸭;14;172;186;192059;0.0009684524026471032
AI冲浪者;1;2;3;192059;1.5620200042695214e-05
Ai休眠期;1;3;4;192059;2.0826933390260285e-05
Camelia山茶花;4;127;131;192059;0.0006820820685310244
AI前沿;18;209;227;192059;0.0011819284698972711
ZeroOttm;5;78;83;192059;0.0004321588678479009
彭军;1;14;15;192059;7.810100021347606e-05
1024nettech;5;45;50;192059;0.0002603366673782536
避错指南;3;46;49;192059;0.0002551299340306885
小财报;2;32;34;192059;0.0001770289338172124
江小河见生活;7;33;40;192059;0.00020826933390260285
openai365;1;4;5;192059;2.6033666737825357e-05
冷眼看世界吧;1;6;7;192059;3.64471334329555e-05
远哥聊AI;2;19;21;192059;0.00010934140029886649
国联云;1;11;12;192059;6.248080017078086e-05
新眸实验室;51;618;669;192059;0.0034833046095210326
Tim的Excel（众民科技）;13;81;94;192059;0.0004894329346711167
量子位;38;597;635;192059;0.00330627567570382
华夏时报;5;76;81;192059;0.0004217454011527708
Fisher的AI进化之路;1;4;5;192059;2.6033666737825357e-05
脉冲星航站;2;113;115;192059;0.0005987743349699832
71131276778;2;4;6;192059;3.124040008539043e-05
格子互联网科技;1;10;11;192059;5.7274066823215785e-05
新华网财经;6;130;136;192059;0.0007081157352688496
知一企业管理咨询;4;70;74;192059;0.00038529826771981524
Open科技;46;290;336;192059;0.0017494624047818639
AI科技;2;7;9;192059;4.686060012808564e-05
科学探索者;2;22;24;192059;0.0001249616003415617
媛宝财经;2;18;20;192059;0.00010413466695130143
蓝鲸TMT;38;536;574;192059;0.0029886649415023507
界面新闻;9;185;194;192059;0.0010101062694276239
九方-生财有道;25;1143;1168;192059;0.0060814645499560034
莎;1;6;7;192059;3.64471334329555e-05
软件邦;1;18;19;192059;9.892793360373635e-05
中国基金报;6;167;173;192059;0.0009007648691287573
龙游侠;1;2;3;192059;1.5620200042695214e-05
影驰科技;10;2000;2010;192059;0.010465534028605793
房东老高;7;61;68;192059;0.0003540578676344248
拾千;2;52;54;192059;0.00028116360076851384
JaRui Yang;2;24;26;192059;0.00013537506703669184
爱设计de乐章;107;1705;1812;192059;0.009434600825787908
chatGPT龍;1;2;3;192059;1.5620200042695214e-05
北大学渣-宇凡;13059;179000;192059;192059;1.0
东方网;6;85;91;192059;0.00047381273462842146
财联社CC新闻;133;656;789;192059;0.0041081126112288415
华能;6;102;108;192059;0.0005623272015370277
OfficeTalker(AI);7;427;434;192059;0.002259722272843241
心行者;21;374;395;192059;0.002056659672288203
格物时间;12;323;335;192059;0.001744255671434299
智能百科全书;1;3;4;192059;2.0826933390260285e-05
贝塔编程周老板;1;50;51;192059;0.0002655434007258186
锐意进取DeYuan;64;7329;7393;192059;0.03849337963854857
虚拟人焦娟de元宇宙;2;5;7;192059;3.64471334329555e-05
心行者;359;3984;4343;192059;0.022612842928475103
